vedke,	ভেদকে,	বেদকে,	
dhormee,	ধর্মী,	ধর্মী,	
nazad,	নজাদ,	নজদ,	
kona,	কোণ,	কণা,	
gazetted,	গাজেটেড,	গেজেটেড,	
baju,	বাজু,	বাজু,	
stoner,	স্টনের,	স্টোনের,	
baikalyo,	বৈকল্য,	বৈকল্য,	
ganosochetonota,	গনসোচ্যনাতা,	গণসচেতনতা,	
monjeele,	মঞ্জিলে,	মঞ্জিলে,	
osamorik,	অসামরিক,	অসামরিক,	
metrapalitan,	মেত্রপালিতান,	মেট্রোপলিটন,	
saarbharer,	সার্ভারের,	সার্ভারের,	
sofyr,	সফির,	সোফির,	
goojober,	গুজবের,	গুজবের,	
buildar,	বিল্ডার,	বিল্ডার,	
nachiketa,	নাচিকেট,	নচিকেতা,	
neshnos,	নেশনাস,	নেশনস,	
ekeerokom,	একিরকম,	একইরকম,	
istara,	ইস্টার,	ইস্টার,	
carpeet,	কারপিট,	কার্পেট,	
sheekarke,	শিকারকে,	শিকারকে,	
jorer,	জরের,	জ্বরের,	
dweepkey,	দ্বীপকে,	দ্বীপকে,	
sampadonkari,	সম্পাদনকারী,	সম্পাদনকারী,	
tanight,	টানিট,	টুনাইট,	
modhumotii,	মধুমতি,	মধুমতী,	
bonovumite,	বনভূমিতে,	বনভূমিতে,	
gunjey,	গুঞ্জে,	গুঁজে,	
booroon,	বুরুন,	বোরন,	
infarmatian,	ইনফর্মেশন,	ইনফরমেশন,	
akramer,	আক্রমের,	আকরামের,	
laaishheshh,	লাইসেস,	লাইসেন্স,	
uporital,	উপরিতাল,	উপরিতল,	
gajipur,	গাজীপুর,	গাজীপুর,	
kanake,	কানাকে,	কণাকে,	
bohal,	বহাল,	বহাল,	
gagee,	গেগ,	গেজ,	
byaboharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
tiger,	টিইজার,	টাইগার,	
hatodoridra,	হতোদরিদরা,	হতদরিদ্র,	
asabhya,	অসভ্য,	অসভ্য,	
garnaar,	গার্নার,	গার্নার,	
phirati,	ফিরাটি,	ফিরতি,	
shotokeo,	শতকেও,	শতকেও,	
chaiten,	চাইতেন,	চাইতেন,	
vvejaano,	ভেজানো,	ভেজানো,	
drishyer,	দৃষ্যের,	দৃশ্যের,	
ankush,	অঙুকুষ,	অংকুশ,	
nirmalata,	নির্মলতা,	নির্মলতা,	
dharavahik,	ধারাবাহিক,	ধারাবাহিক,	
asociatis,	অ্যাসোসিট,	এসোসিয়েটস,	
vogirath,	ভোগিরথ,	ভগীরথ,	
manushsaho,	মুনুসসহ,	মানুষসহ,	
firozer,	ফিরজের,	ফিরোজের,	
shodhon,	সোধন,	শোধন,	
miari,	মিয়রি,	ম্যারি,	
timathy,	তিমথি,	টিমোথি,	
laaishensh,	লাইসেন্স,	লাইসেন্স,	
shkolashtic,	স্কোলাস্টিক,	স্কলাস্টিক,	
nake,	নাকে,	নেক,	
tecnocrat,	টেকনক্রোট,	টেকনোক্র্যাট,	
aarekdal,	আরেকদল,	আরেকদল,	
ovidhanik,	অভিধানিক,	অভিধানিক,	
metrapalitana,	মেত্রোপলিটান,	মেট্রোপলিটন,	
arakaner,	আরাকানের,	আরাকানের,	
associetes,	অ্যাসোসিটেস,	এসোসিয়েটস,	
shrichaitanyadeb,	শ্রীচৈতন্যাবেদ,	শ্রীচৈতন্যদেব,	
ingrezder,	ইংরেজদের,	ইংরেজদের,	
uthhaane,	উঠানে,	উঠানে,	
siramiqs,	সিরামিক্স,	সিরামিকস,	
gobeshakgon,	গবেষকগণ,	গবেষকগণ,	
batikromshalee,	ব্যাতিক্রমশালী,	ব্যতিক্রমধর্মী,	
shatoke,	শতকে,	শতকে,	
nobom,	নবম,	নবম,	
parqing,	পার্কিং,	পার্কিং,	
rajtantro,	রাজতান্ত্র,	রাজতন্ত্র,	
haraten,	হারাতেন,	হারাতেন,	
porichhonnota,	পরিচ্ছনাটা,	পরিচ্ছন্নতা,	
peterke,	পেতারকে,	পিটারকে,	
institutioner,	ইনস্টিটেশনের,	ইনস্টিটিউশনের,	
poshchate,	পশ্চাতে,	পশ্চাতে,	
adhunikkaley,	আধুনিককালে,	আধুনিককালে,	
dobhaar,	দভার,	ডোভার,	
motabolombiira,	মতাবল্্মীরা,	মতাবলম্বীরা,	
chilahatee,	চিলাহাতি,	চিলাহাটি,	
projanankal,	প্রজানকাল,	প্রজননকাল,	
siramiker,	সিরামিকের,	সিরামিকের,	
konflikt,	কংফলিক্ট,	কনফ্লিক্ট,	
bongshi,	বংশি,	বংশী,	
lagic,	লাগিক,	লজিক,	
pathkram,	পাঠক্রম,	পাঠক্রম,	
ukeliptas,	উউকেলিপ্টাস,	ইউক্যালিপ্টাস,	
romnar,	রোমনার,	রমনার,	
daebug,	দাবুগ,	ডিবাগ,	
zoneete,	যোনিতে,	যোনীতে,	
odurey,	অদূরে,	অদুরে,	
turkmeen,	তুর্কমীন,	তুর্কমেন,	
chaalkee,	চালকি,	চালকে,	
masto,	মস্ত,	মাস্ত,	
stonehenge,	স্টেনহেঙ্গে,	স্টোনহেঞ্জ,	
bhenasa,	ভেনস,	ভেনাস,	
amorendro,	আমরেন্দ্র,	অমরেন্দ্র,	
bang,	ব্যাং,	ব্যাং,	
lutharan,	লুঠারণ,	লুথেরান,	
sotorkobhabe,	সতর্কভাবে,	সতর্কভাবে,	
potochitrer,	পতিচ্রের,	পটচিত্রের,	
koushalgato,	কৌশলগত,	কৌশলগত,	
amiretus,	অমিরাটাস,	এমিরেটাস,	
munshi,	মুনসি,	মুন্সী,	
chowdhuryo,	চৌধুর্য,	চৌধুরীও,	
jerujalemer,	জেরুজালেমের,	জেরুজালেমের,	
shoshoa,	শশা,	শশা,	
asamorik,	আসামরিক,	অসামরিক,	
arena,	অরেনা,	এরিনা,	
bhabuk,	ভাবুক,	ভাবুক,	
sumeeta,	সুমিতা,	সুমিতা,	
jokrit,	যকৃত,	যকৃৎ,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
duma,	ডুমা,	দুমা,	
juktarashtreo,	যুক্তরাস্ট্রেও,	যুক্তরাষ্ট্রেও,	
phanda,	ফান্ড,	ফান্ড,	
taresa,	টোরেস,	টেরেসা,	
naarsaari,	নার্সারী,	নার্সারি,	
prastut,	প্রস্তুত,	প্রস্ত্তত,	
trenda,	ট্রেন্ড,	ট্রেন্ড,	
doonata,	ডোনোটা,	ডোনাট,	
logicer,	লোগিসের,	লজিকের,	
siqar,	সিকার,	শিকার,	
bolokarak,	বলকারক,	বলকারক,	
vitti,	ভিতি,	ভিত্তিই,	
bhalobasar,	ভালবাসার,	ভালোবাসার,	
uru,	ঊরু,	উরু,	
torabganj,	তররগঞ্জ,	তোরাবগঞ্জ,	
bikretader,	বিক্রেতাদের,	বিক্রেতাদের,	
boopon,	বুপন,	বপন,	
uchchatara,	উচ্চতর,	উচ্চতর,	
oncholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
dam,	দম,	ডং,	
brittakar,	বৃত্যাকার,	বৃত্তাকার,	
jya,	জা,	জ্যা,	
taiteela,	টাইটেল,	টাইটেল,	
shasonkorta,	শাসনকর্তা,	শাসনকর্তা,	
juktorastrosoho,	যুক্তরাস্তাসহ,	যুক্তরাষ্ট্রসহ,	
dwipgulo,	দ্বিপগুলো,	দ্বীপগুলো,	
yankee,	যাঁকি,	ইয়াংকি,	
noren,	নরেন,	নরেন,	
chhooti,	ছুটি,	ছুটি,	
protijogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
durgatsob,	দুর্ঘতসব,	দুর্গোৎসব,	
patiganit,	পতিগাণিত,	পাটিগণিত,	
dharabahik,	ধারাবাহিক,	ধারাবাহিক,	
platee,	প্লেট,	প্লেট,	
elaakatir,	এলাকাটির,	এলাকাটির,	
atiteo,	আতিতেও,	অতীতেও,	
urur,	ইরুর,	উরুর,	
fareksa,	ফেরেক্স,	ফরেক্স,	
komandar,	কমান্ডার,	কমাণ্ডার,	
bibek,	বিবেক,	বিবেক,	
nek,	নেক,	নেক,	
qinsa,	কিনসস,	কিংস,	
ghetoo,	ঘেটো,	ঘেটু,	
cloud,	ক্লাড,	ক্লাউড,	
ishahak,	ইসহাক,	ইসাহাক,	
kalengga,	কালেঙ্গ,	কালেঙ্গা,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
dadader,	দাদাদের,	দাদাদের,	
croak,	ক্রোক,	ক্রোক,	
aziz,	আজিজ,	আজিজ,	
daja,	ডজা,	ডোজো,	
itostata,	ইতস্তত,	ইতস্তত,	
shiropa,	শিরপা,	শিরোপা,	
esoosiyetasa,	এসোসিয়েটস,	এসোসিয়েটস,	
sudden,	সুদেন,	সাডেন,	
deephineeshana,	ডেফিনেশন,	ডেফিনেশন,	
bosontokey,	বসন্তকে,	বসন্তকে,	
tatira,	ততিরা,	তাঁতিরা,	
grot,	গ্রত,	গ্রোথ,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
bbiswasho,	বিশ্বাসা,	বিশ্বাসও,	
gitikobitar,	গীতিকবিতার,	গীতিকবিতার,	
pletoo,	প্লেটো,	প্লেটো,	
jaadrel,	যাদ্রেল,	জাঁদরেল,	
parisankhyanvid,	পরিসংখ্যানিদ,	পরিসংখ্যানবিদ,	
aashok,	আশোক,	আশোক,	
kuota,	কোওটো,	কোটা,	
masjidtikey,	মাজিদটিকে,	মসজিদটিকে,	
mmadhukkori,	মধুকরী,	মাধুকরী,	
chalochchitrogulor,	চলচিত্রগুলোর,	চলচ্চিত্রগুলোর,	
panchashjan,	পঞ্চাশজন,	পঞ্চাশজন,	
qibord,	কিবোর্ড,	কীবোর্ড,	
monhputa,	মনপুত,	মনঃপুত,	
abhidhaaner,	অভিধানের,	অভিধানের,	
shepherd,	সেফার্ড,	শেফার্ড,	
jatiinke,	জাতিনকে,	যতীনকে,	
salphat,	সালফাট,	সালফেট,	
shangstha,	সংস্থ,	সংস্থা,	
rudrake,	রুদ্রাকে,	রুদ্রকে,	
franko,	ফ্রাংক,	ফ্রাঙ্কো,	
atwobishvashi,	অত্ববিশ্বাসী,	আত্মবিশ্বাসী,	
karmojog,	কর্মযোগ,	কর্মযোগ,	
rajotwo,	রাজত্ব,	রাজত্ব,	
nirbahey,	নির্বাহে,	নির্বাহে,	
obosorer,	অবসরের,	অবসরের,	
keuoi,	কিও়়ে,	কেউই,	
ojouno,	অজৌন,	অযৌন,	
jaunatar,	যৌনতার,	যৌনতার,	
toder,	তোদের,	তদের,	
sqora,	স্কোর,	স্কোর,	
ahalya,	আহল্য,	অহল্যা,	
nagorikota,	নাগরিকতা,	নাগরিকতা,	
ashanka,	আশঙ্ক,	আশংকা,	
scoree,	স্কোর,	স্কোরে,	
meshenger,	মেশেঙ্গার,	মেসেঞ্জার,	
ganohatyar,	গণহাত্যার,	গণহত্যার,	
chowdhuryke,	চৌধুরিকে,	চৌধুরীকে,	
soolke,	শুলকে,	শুল্কে,	
voterer,	ভোটেরের,	ভোটারের,	
juktorashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
tolemy,	টোলেমি,	টলেমির,	
graambasee,	গ্রামবাসী,	গ্রামবাসী,	
ummool,	উম্মুল,	উম্মুল,	
venush,	ভেনাস,	ভেনাস,	
jatinke,	জাতিনকে,	যতীনকে,	
shahoshikatar,	শাহশিকতার,	সাহসিকতার,	
parkin,	পারকিন,	পার্কিং,	
feemalee,	ফেমললি,	ফিমেল,	
enginears,	ইঞ্জিনের্স,	ইঞ্জিনিয়ার্স,	
siddhantagulo,	সিদ্ধানগুলো,	সিদ্ধান্তগুলো,	
charukola,	চারুকোলা,	চারুকলা,	
mailer,	মেলের,	মেইলের,	
kram,	ক্রাম,	ক্রম,	
boudhheer,	বৌদ্ধির,	বৌদ্ধের,	
maradeho,	মারাদেহ,	মরদেহ,	
spashtotai,	স্পষ্টটাই,	স্পষ্টতই,	
bheenasa,	ভেনস,	ভেনাস,	
highcommissionay,	হাইকমিশনে,	হাইকমিশনে,	
carzar,	কার্জার,	চার্জার,	
turqi,	টুর্কি,	তুর্কি,	
iling,	এলিং,	ইলিং,	
kara,	কোরা,	কারো,	
vabnakey,	ভব্নাকে,	ভাবনাকে,	
neurooloogy,	নিউরোলজি,	নিউরোলজি,	
choudhooreeo,	চৌধুরিও,	চৌধুরীও,	
pleeta,	প্লেট,	প্লেট,	
sookumari,	সুকুমারি,	সুকুমারী,	
nagalyand,	নগোল্যান্ড,	নাগাল্যান্ড,	
