phulkapi,	ফুলকাপি,	ফুলকপি,	
sorting,	সোর্টিং,	সর্টিং,	
probeshan,	প্রবেশন,	প্রবেশন,	
maithili,	মাইথিলি,	মৈথিলি,	
vobtarini,	ভব্তরীনী,	ভবতারিণী,	
chilahaati,	চিলাহাতি,	চিলাহাটি,	
amarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
graambaasi,	গ্রামবাসী,	গ্রামবাসী,	
phareqsa,	ফরেক্স,	ফরেক্স,	
pratijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
venicer,	ভেনিকের,	ভেনিসের,	
fake,	ফাঁক,	ফাকে,	
chire,	চিরে,	চিরে,	
durgo,	দূর্গ,	দুর্গ,	
dharabahikti,	ধারাবাহিক্তি,	ধারাবাহিকটি,	
ghetu,	ঘেতু,	ঘেটু,	
anan,	আনন,	আনান,	
akhandata,	আখন্দতা,	অখণ্ডতা,	
swarnali,	স্বর্ণালী,	স্বর্ণালী,	
kumari,	কুমারী,	কুমারী,	
aazan,	আজান,	আজান,	
patjat,	পাৎজাত,	পাটজাত,	
nesanasa,	নেশানাসা,	নেশনস,	
bastuvad,	বস্তুবাদ,	বস্তুবাদ,	
khudey,	খুদে,	ক্ষুদে,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
chalachchitrogulor,	চলাচ্ছিত্রগুলোর,	চলচ্চিত্রগুলোর,	
disni,	ডিজনি,	ডিজনী,	
ekar,	একার,	একার,	
byaboharkariderkey,	ব্যবহারকারীদেরকে,	ব্যবহারকারীদেরকে,	
byepass,	ব্যাপস,	বাইপাস,	
modhumoti,	মধুমতি,	মধুমতী,	
elakasoho,	এলাকাশহ,	এলাকাসহ,	
sainyo,	সৈন্য,	সৈন্য,	
lutheerana,	লুঠারন,	লুথেরান,	
bhaider,	ভাইডার,	ভাইদের,	
soourse,	সার্স,	সোর্স,	
jibjantu,	জীবজন্তু,	জীবজন্তু,	
taffsher,	তাফসের,	তাফসীর,	
ogradut,	অগ্রদদুত,	অগ্রদূত,	
garner,	গর্ণের,	গার্নার,	
shhayatana,	শায়টন,	শয়তান,	
bhognee,	ভগ্নী,	ভগ্নী,	
chhanake,	ছানাকে,	ছানাকে,	
sachetanotamulak,	সচেতানতামূলক,	সচেতনতামূলক,	
unsareer,	আনসারীর,	আনসারীর,	
sikhbe,	শিখবে,	শিখবে,	
valobasen,	ভালোবাসেন,	ভালোবাসেন,	
gabhaaskaar,	গভাসকার,	গাভাস্কার,	
pothchari,	পথচারি,	পথচারী,	
probeshon,	প্রবেশন,	প্রবেশন,	
addhatikotar,	আধ্যতিকতার,	আধ্যাত্মিকতার,	
kota,	কোট,	কোটা,	
imirgincy,	এমার্জিন্স,	এমার্জেন্সি,	
drissogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
mokam,	মোকাম,	মোকাম,	
crescenter,	ক্রিসকেন্টের,	ক্রিসেন্টের,	
raktaksharaner,	রক্তক্ষরণের,	রক্তক্ষরণের,	
prakalpagulo,	প্রকল্পগুলো,	প্রকল্পগুলো,	
porobortii,	পরবর্তী,	পরর্বতী,	
pro,	প্র,	প্রো,	
daakticketer,	ডাক্তিকেতের,	ডাকটিকিটের,	
juboksaho,	যুবকসহ,	যুবকসহ,	
shcholastiq,	স্কলাস্টিক,	স্কলাস্টিক,	
faridi,	ফরীদি,	ফরিদী,	
gitikobitar,	গীতিকবিতার,	গীতিকবিতার,	
akabar,	আকাবার,	আকাবার,	
velcome,	ভেলকম,	ওয়েলকাম,	
kaale,	কালে,	কালে,	
laiseensee,	লেসেন্স,	লাইসেন্স,	
bhenisha,	ভেনিস,	ভেনিস,	
poner,	পনের,	পনের,	
bhangley,	ভাঙলে,	ভাঙলে,	
chutochuti,	চুটোচুটি,	ছুটোছুটি,	
shapad,	শপদ,	শ্বাপদ,	
cho,	চো,	ছোঁ,	
qode,	কোদে,	কোড,	
poorohitke,	পুরোহিতকে,	পুরোহিতকে,	
sasharire,	সাসরীরে,	সশরীরে,	
jacqsan,	জক্সন,	জ্যাকসন,	
jhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
debdebie,	দেবদেবী,	দেবদেবী,	
jealand,	জিল্যান্ড,	জিল্যান্ড,	
gaandas,	গ্ঞান্দাস,	জ্ঞানদাস,	
chhayi,	ছাই,	ছাই,	
alaoul,	আলাউল,	আলাওল,	
shtona,	স্টোন,	স্টোন,	
durgondher,	দুর্ঘন্ধের,	দুর্গন্ধের,	
basturyi,	বস্তুরী,	বস্তুরই,	
houstoner,	হাউস্টনের,	হিউস্টনের,	
bagichaar,	বাগিচার,	বাগিচার,	
thailandsaho,	থাইলান্দসহ,	থাইল্যান্ডসহ,	
puzita,	পূজিত,	পূজিতা,	
brindabone,	বৃর্ডাবনে,	বৃন্দাবনে,	
tottenhamer,	তট্তেহান,	টটেনহামের,	
sorajur,	সরাজুর,	সরযূর,	
esosiyetasa,	এসোসিয়েটস,	এসোসিয়েটস,	
chhatogalpe,	ছোটোগল্পে,	ছোটগল্পে,	
aakkas,	আক্কাস,	আককাস,	
shilver,	শীলভের,	সিলভার,	
gosthii,	গোষ্ঠী,	গোষ্ঠীই,	
durgatir,	দুর্গতির,	দুর্গটির,	
chamoski,	চামস্কি,	চমস্কি,	
celinar,	সেলিনার,	সেলিনার,	
modhyostho,	মধ্যস্থ,	মধ্যস্থ,	
noditike,	নদীতীকে,	নদীটিকে,	
bhenom,	ভেনাম,	ভেনম,	
manikya,	মাণিক্য,	মানিক্য,	
raagei,	রাগেই,	রাগেই,	
karu,	কারু,	কারো,	
nirbahi,	নির্বাহী,	নির্বাহি,	
beca,	বেকা,	বেচা,	
tobe,	তবে,	টবে,	
kode,	কোদে,	কোড,	
prasadhoni,	প্রসাধনী,	প্রসাধনী,	
noditi,	নদীতী,	নদীটি,	
amiretus,	অ্যামিরাইট,	এমিরেটাস,	
sumo,	সুম,	সুমো,	
prokalpaguli,	প্রকল্পগুলি,	প্রকল্পগুলি,	
choudhooreeke,	চৌধুরিকে,	চৌধুরীকে,	
zerusalem,	জেরুসালেম,	জেরুসালেম,	
ghesei,	ঘেষেই,	ঘেঁষেই,	
digrike,	ডিগ্রীক,	ডিগ্রিকে,	
noiteekota,	নৈতিকটা,	নৈতিকতা,	
aembed,	আইমবেদ,	এম্বেড,	
chalta,	চলতো,	চালতা,	
shookna,	শুকনা,	শুকনা,	
beekaargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
karlo,	করলো,	কার্লো,	
diyares,	ডিয়ারেস,	ডিআরএস,	
sadbi,	সদবী,	সাধ্বী,	
bifal,	বিফল,	বিফল,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
fanding,	ফ্যান্ডিং,	ফান্ডিং,	
mach,	মাচ,	মাছ,	
kirkuk,	কিরকুক,	কিরকুক,	
nirapattamulak,	নিরাপত্তমূলক,	নিরাপত্তামূলক,	
masterer,	মাস্টারের,	মাস্টারের,	
adwanced,	অ্যাডভান্সেড,	অ্যাডভান্সড,	
sharoker,	শরককের,	স্মারকের,	
cyanide,	স্যানিডে,	সায়ানাইড,	
jesthotar,	যেষ্ঠ্যতার,	জ্যেষ্ঠতার,	
uindoos,	উইন্ডুস,	উইন্ডোস,	
cholocchitro,	চালচিত্র,	চলচ্চিত্র,	
doonata,	দুনতা,	ডোনাট,	
barnish,	বার্নিস,	বার্নিশ,	
nagoriker,	নাগরকের,	নাগরিকের,	
naazee,	নাজি,	নাত্সি,	
nadigulo,	নাদিগুলো,	নদীগুলো,	
meghachonno,	মেঘাচন্ন,	মেঘাচ্ছন্ন,	
aashtikota,	আস্তিকতা,	আস্তিকতা,	
bachchaner,	বাচ্চানের,	বচ্চনের,	
paadee,	পাদে,	পাড়ে,	
gulen,	গুলেন,	গুলেন,	
praapoker,	প্রাপকের,	প্রাপকের,	
jaunatar,	যৌনতার,	যৌনতার,	
krechi,	ক্রেচি,	করেছি,	
korle,	করলে,	করলে,	
turista,	টুরিষ্ট,	টুরিস্ট,	
aarke,	আরকে,	আরকে,	
taimas,	টাইসস,	টাইমস্,	
artilary,	আর্টিলারি,	আর্টিলারি,	
grip,	গ্রিপ,	গ্রিপ,	
bonoshri,	বনশ্রী,	বনশ্রী,	
mousumti,	মৌসুমতি,	মৌসুমটি,	
dwipgulo,	দ্বিপগুলো,	দ্বীপগুলো,	
fimela,	ফিমেল,	ফিমেল,	
masajida,	মাসজীদা,	মসজিদ,	
dael,	ডেল,	ডেইল,	
ghenshe,	ঘেঁসে,	ঘেঁষে,	
honduras,	হন্দুরাস,	হন্ডুরাস,	
gostigoolo,	গোস্তিগুলো,	গোষ্ঠীগুলো,	
komatei,	কমাতেই,	কমাতেই,	
papri,	পাপরী,	পাপরি,	
karecho,	করেছো,	করেছো,	
shikkhakder,	শিক্ষাকদের,	শিক্ষকদের,	
parking,	পার্কিং,	পার্কিং,	
modelgulo,	মোদেলগুলো,	মডেলগুলো,	
damone,	দামনে,	দমনে,	
badna,	বদনা,	বদনা,	
ashonka,	আসঙ্কা,	আশংকা,	
reejideencee,	রেজিডেন্স,	রেসিডেন্স,	
bandra,	বন্দ্র,	বন্দীরা,	
prabhura,	প্রভূর,	প্রভুরা,	
drishi,	দৃশি,	দৃশ্যই,	
antarctika,	অন্টার্কটিক,	অ্যান্টার্কটিকা,	
sarbhaarti,	সর্ভার্তি,	সার্ভারটি,	
sahinsatar,	সহিষসতর,	সহিংসতার,	
ekkoghore,	একঘোরে,	একঘরে,	
economeeks,	ইকোনমেক্স,	ইকোনমিকস,	
chhuteer,	ছুটির,	ছুটির,	
firozer,	ফিরজের,	ফিরোজের,	
lakkheryo,	লক্ষের্য,	লক্ষেরও,	
khannkaj,	খন্কাজ,	খননকাজ,	
neutrino,	নিউট্রিন,	নিউট্রিনো,	
cheerota,	চিরতা,	চিরতা,	
prodiiper,	প্রদীবীপের,	প্রদীপের,	
chhed,	ছেদ,	ছেদ,	
bayi,	বাই,	বাঈ,	
azibonoer,	আজিবনের,	আজীবনের,	
deliwer,	ডিলাই,	ডেলিভার,	
dakten,	ডাকতেন,	ডাকতেন,	
euroo,	ইউরো,	ইউরো,	
dembakriti,	দেম্বাকৃতি,	ডিম্বাকৃতি,	
messengar,	মেসেঙ্গার,	মেসেঞ্জার,	
hyundai,	হাউন্ডে,	হুন্দাই,	
hilser,	হিলসের,	হিলসের,	
ghumacchilo,	ঘুমাচ্ছিল,	ঘুমাচ্ছিল,	
muhammod,	মুহাম্মদ,	মুহম্মদ,	
ajeem,	আজীম,	আজিম,	
nabom,	নবম,	নবম,	
lisense,	লিসেন্স,	লাইসেন্স,	
drisser,	দৃশ্যের,	দৃশ্যের,	
harriser,	হ্যারিসের,	হ্যারিসের,	
deejijer,	ডিজিজের,	ডিজিজের,	
futonto,	ফুটন্ত,	ফুটন্ত,	
shnaipara,	স্নাইপার,	স্নাইপার,	
ummool,	উম্মুল,	উম্মুল,	
arthanitike,	অর্থনীতিকে,	অর্থনীতিকে,	
bhotarer,	ভোটরের,	ভোটারের,	
yathaarthabhaabe,	যথার্থভাবে,	যথার্থভাবে,	
lajik,	লাজিক,	লজিক,	
folok,	ফলক,	ফলক,	
smaroker,	স্মরকের,	স্মারকের,	
harees,	হারিস,	হ্যারিস,	
footbalarder,	ফুটবলরদের,	ফুটবলারদের,	
kalenga,	কালেঙ্গ,	কালেঙ্গা,	
forid,	ফরিদ,	ফরিদ,	
estaniya,	ইস্টনিিয়া,	এস্তোনিয়া,	
obhidhaner,	অভিধানের,	অভিধানের,	
shukraanoo,	শুক্রাণু,	শুক্রানু,	
sainyasaha,	সৈন্যসহ,	সৈন্যসহ,	
harbare,	হার্বারে,	হারবারে,	
sarolyo,	সরল্য,	সারল্য,	
poschimae,	পশ্চিমা,	পশ্চিমে,	
garora,	গরোর,	গারোরা,	
bishshasho,	বিশ্বাস,	বিশ্বাসও,	
dokangulote,	দকানগুলোতে,	দোকানগুলোতে,	
zonite,	যোনিতে,	যোনীতে,	
mag,	মাযাগ,	এমএজি,	
suma,	সুম,	সুমো,	
bhaangchoor,	ভাঙচুর,	ভাংচুর,	
mahasava,	মহাসভা,	মহাসভা,	
nitikatha,	নীতিকথা,	নীতিকথা,	
shommotir,	সম্মতির,	সম্মতির,	
baharampurer,	বাহারম্পুরের,	বহরমপুরের,	
bigepi,	বিজেপি,	বিজেপি,	
degreeke,	ডিগ্রীকে,	ডিগ্রিকে,	
siter,	সীতের,	সিটের,	
overveu,	ওভারভাউ,	ওভারভিউ,	
amarica,	অ্যামারিকা,	আমেরিকা,	
