suiti,	স্যুটি,	সুইটি,	
modeeling,	মডিলিং,	মডেলিং,	
kraim,	ক্রেম,	ক্রাইম,	
vaisaha,	ভাইসহ,	ভাইসহ,	
birder,	বীরদের,	বার্ডের,	
soundorjyo,	সৌন্দর্য,	সৌর্ন্দয্য,	
monzushree,	মনুজসুরি,	মঞ্জুশ্রী,	
shooknaa,	শুক্া,	শুকনা,	
kyapashula,	ক্যাপসুল,	ক্যাপসুল,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
elakati,	এলাকাটি,	এলাকাটি,	
tookrokey,	টুকরকে,	টুকরোকে,	
bait,	বাইট,	বাইট,	
eevil,	এভিল,	ইভিল,	
boikalya,	বৈকল্য,	বৈকল্য,	
doneta,	দোনেতা,	ডোনাট,	
shukraanoo,	শুক্রাণু,	শুক্রানু,	
fiks,	ফিক্স,	ফিক্স,	
bodka,	বদকা,	ভদকা,	
uthe,	উঠে,	উঠে,	
jaandrel,	জান্ড্রেল,	জাঁদরেল,	
kkunti,	কুন্তি,	কুন্তী,	
semai,	সেমাই,	সেমাই,	
elakaa,	এলাকা,	এলাকা,	
as,	আস,	অস,	
ibhara,	ইভার,	এভার,	
koro,	কররও,	কর,	
byabaharkarir,	ব্যবহারকারীর,	ব্যবহারকারীর,	
osthisondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
swamijir,	স্বামীজীর,	স্বামীজীর,	
jonoshomaj,	জনসমাজ,	জনসমাজ,	
gujober,	গুজবরের,	গুজবের,	
rena,	রেন,	রেনো,	
rubi,	রুবি,	রুবি,	
prasadhaner,	প্রসাধানের,	প্রসাধনের,	
bosstonte,	বস্তন্তে,	বসন্তে,	
sawom,	সাম,	সাওম,	
muktilav,	মুক্তিলাভ,	মুক্তিলাভ,	
phixing,	ফিকিং,	ফিক্সিং,	
shreechoitonyodeb,	শ্রীচৈতন্যদেব,	শ্রীচৈতন্যদেব,	
eukalyptush,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
towraat,	টোররাট,	তওরাত,	
jerusalem,	জেরুসামেল,	জেরুসালেম,	
beekaargrasto,	বিকগরগ্রস্ত,	বিকারগ্রস্ত,	
opargota,	অপরগত,	অপারগতা,	
sanstha,	সংস্থ,	সংস্থা,	
bishesyer,	বিশেষের,	বিশেষ্যের,	
sibraj,	শিবরাজ,	শিবরাজ,	
srichoitonyodeb,	শ্রীচৈতন্যদেব,	শ্রীচৈতন্যদেব,	
chalesi,	চলেসি,	চলেছি,	
biswash,	বিশ্বাস,	বিশ্বাস,	
siit,	সীট,	শীত,	
istone,	ইস্টনে,	স্টোন,	
bishwashi,	বিশ্বাসী,	বিশ্বাসী,	
bhangey,	ভঙ্গে,	ভাঙ্গে,	
bonyopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
khilafot,	খিলাফত,	খিলাফত,	
sharthe,	শ্বার্থে,	স্বার্থে,	
shayatana,	সায়টন,	শয়তান,	
decke,	ডিকে,	ডেকে,	
dakhbaar,	দখবার,	দেখবার,	
parisankhyanbid,	পরিসংখ্যবনি,	পরিসংখ্যানবিদ,	
dhouto,	ধৌত,	ধৌত,	
engrezra,	ইংরেজরা,	ইংরেজরা,	
blogarra,	ব্লগেররা,	ব্লগাররা,	
somraatder,	সমরাতদের,	সম্রাটদের,	
taalaal,	তালাল,	তালাল,	
bona,	বোনা,	বোনা,	
daloo,	দালু,	ডালু,	
diaraesha,	ডার়েশ,	ডিআরএস,	
gajipur,	গজীপুর,	গাজিপুর,	
telakucha,	তেলাকুচা,	তেলাকুচা,	
daawn,	ডাউন,	ডাউন,	
rayyalati,	রেল্যালটি,	রয়্যালটি,	
tenys,	টেনিস,	টেনিস,	
songastha,	সংস্থা,	সংস্থা,	
onkar,	অংকার,	ওঙ্কার,	
vejaano,	ভেজানো,	ভেজানো,	
abikaul,	অবিকুল,	অবিকল,	
zess,	জেস,	জেস,	
raha,	রহ,	রঃ,	
letara,	লেটার,	লেটার,	
shrabosty,	শ্রবস্তি,	শ্রাবস্তী,	
damodar,	দামোদর,	দামদর,	
porizon,	পরিজন,	পরিজন,	
kartana,	কার্টন,	করতনা,	
lecense,	লেকেনসে,	লাইসেন্স,	
mohajot,	মহাজত,	মহাজোট,	
parbatmala,	পর্বতমালা,	পর্বতমালা,	
ahang,	আহং,	অহং,	
potocheetro,	পতচিত্র,	পটচিত্র,	
crescent,	ক্রেসেন্ট,	ক্রিসেন্ট,	
domonmoolok,	দমমনোমূলক,	দমনমূলক,	
lishenshe,	লিসেনসে,	লাইসেন্স,	
sthapanagulo,	স্থানাপুলো,	স্থাপনাগুলো,	
daankan,	ডানকান,	ডানকান,	
udbodhonee,	উদ্বোধনী,	উদ্বোধনী,	
uponeeshod,	উপনিশদ,	উপনিষদ,	
upacharjo,	উপাচর্য,	উপাচার্য,	
agamane,	আগামানে,	আগমনে,	
sofi,	সফি,	সোফি,	
gajipur,	গজীপুর,	গাজীপুর,	
shringo,	শ্রীঙ্গ,	শৃঙ্গ,	
scholarsip,	স্কলারশিপ,	স্কলারশিপ,	
panchashjon,	পঞ্চাশন,	পঞ্চাশজন,	
qyathaliqa,	ক্যাথলিক,	ক্যাথলিক,	
toki,	টকি,	তকি,	
bheenasa,	ভিনাস,	ভেনাস,	
jyestha,	জ্যেষ্ঠ,	জ্যেষ্ঠা,	
dollu,	ডলু,	ডলু,	
uporitol,	উপরিতল,	উপরিতল,	
jalrong,	জ্যারলং,	জলরঙ,	
jyaka,	জ্যাক,	জ্যাক,	
patthkrom,	পাঠক্রম,	পাঠক্রম,	
torokareer,	তরকারীর,	তরকারীর,	
nadnadeer,	নদ্নদীর,	নদনদীর,	
zesh,	জেস,	জেস,	
pacchen,	পাচ্ছেন,	পাচ্ছেন,	
ase,	আসি,	আসে,	
bardhitansh,	বর্ধিতাংশ,	বর্ধিতাংশ,	
tikka,	টিক্া,	টিক্কা,	
sangosthaner,	সংস্থানের,	সংস্থানের,	
kule,	কুলে,	কুলে,	
chhaanake,	চানকে,	ছানাকে,	
mosjidsaho,	মজিদসাসহ,	মসজিদসহ,	
maudeling,	মডউলেনিং,	মডেলিং,	
roopa,	রূপা,	রুপা,	
asamanjashapurna,	অসমানসাপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
shikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
amarika,	আমরিক,	আমেরিকা,	
shekarone,	সেকারণে,	সেকারণে,	
sothik,	সথিক,	সঠিক,	
naajee,	নাজি,	নাত্সি,	
rathin,	রথিন,	রথীন,	
omkar,	অমকার,	ওঙ্কার,	
paner,	পানের,	পনের,	
taalgaachh,	তালগাঁচ,	তালগাছ,	
mozlish,	মজলিস,	মজলিশ,	
masjidsaho,	মাজিদসসহ,	মসজিদসহ,	
shkora,	স্কোর,	স্কোর,	
stonaheenja,	স্টোনাহজজ্জ,	স্টোনহেঞ্জ,	
pratishta,	প্রতিষ্টা,	প্রতিষ্টা,	
alexander,	আলেক্সান্ডার,	আলেকজান্ডার,	
jackshon,	যককশন,	জ্যাকসন,	
azadir,	আজাদীর,	আজাদীর,	
chalchhe,	চলছে,	চলছে,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
kinsa,	কিংস,	কিংস,	
daada,	দাদা,	দাদা,	
themey,	থেমে,	থিমে,	
durbhagya,	দুর্ভাগ্য,	দূর্ভাগ্য,	
phormat,	ফরমাট,	ফরম্যাট,	
mukhomandal,	মুখমন্ডল,	মুখমণ্ডল,	
saseza,	সাসেজা,	সসেজ,	
dhos,	ধোষ,	ধস,	
shtone,	স্ট্ন,	স্টোন,	
sookkho,	সুক্ষ,	সুক্ষ্ম,	
hoteeltite,	হটিলতে,	হোটেলটিতে,	
chhuteer,	ছুটির,	ছুটির,	
prodeeper,	প্রদিপের,	প্রদীপের,	
dailee,	দৈলি,	ডেইলি,	
ashonkai,	আসনকাই,	আশঙ্কাই,	
loha,	লোহ,	লোহা,	
siddhantei,	সিদ্বন্তেই,	সিদ্ধান্তেই,	
pare,	পারে,	পাড়ে,	
keuoi,	কিউই,	কেউই,	
rilayensha,	রিলেয়েন্স,	রিলায়েন্স,	
macher,	মাছের,	মাছের,	
songhitar,	সংঘীতার,	সংহিতার,	
nadike,	নাদীকে,	নদীকে,	
baffer,	বাফের,	বাফার,	
brindaboner,	ব্রিন্ডবানের,	বৃন্দাবনের,	
anchalti,	অঞ্চলটি,	অঞ্চলটি,	
heeavy,	হেভিয়ে,	হেভি,	
eastar,	ইস্টার,	ইস্টার,	
doorotaumo,	দুরতম,	দূরতম,	
irana,	ইরান,	ইরান,	
jameser,	জমেসের,	জেমসের,	
bhittiei,	ভিতিই,	ভিত্তিই,	
sabbir,	সব্যের,	সাব্বির,	
phood,	ফুড,	ফুড,	
chhintayikari,	ছিনতাইকারী,	ছিনতাইকারী,	
dhrubok,	ধ্রুবক,	ধ্রুবক,	
swapad,	স্বপদ,	শ্বাপদ,	
antorvuktimulak,	অন্তর্ভূমূলকক,	অন্তর্ভুক্তিমূলক,	
birishiritey,	বিরিশিতে,	বিরিশিরিতে,	
sanatani,	সানাটানি,	সনাতনী,	
damane,	দামানে,	দমনে,	
phashtara,	ফাস্টার,	ফস্টার,	
culing,	কুলিং,	কুলিং,	
uporostho,	উপরস্থ,	উপরস্থ,	
societyke,	সোকেটকে,	সোসাইটিকে,	
teknokrat,	টেকনোক্রট,	টেকনোক্র্যাট,	
dharabhiko,	ধারাভিক,	ধারাবাহিকেও,	
ardasho,	অর্ডশ,	আর্দশ,	
kandey,	কাঁদে,	কাণ্ডে,	
bhiqtara,	ভিক্টর,	ভিক্টর,	
anisa,	আনিসা,	আনিস,	
puncho,	পুঁচ,	পুঞ্চ,	
salim,	সালীম,	সেলিম,	
dhhaabi,	ঢাবি,	ঢাবি,	
bhognee,	ভগ্নী,	ভগ্নী,	
jhalkathy,	ঝালকাঠি,	ঝালকাঠী,	
armashtram,	আর্মস্ট্রম,	আর্মস্ট্রং,	
arshie,	আর্সি,	আরসিএ,	
iuroo,	ইউরো,	ইউরো,	
volapuk,	ভোলাপুক,	ভোলাপুক,	
osamanno,	অসামান্য,	অসামান্য,	
tottenhamer,	তোটেনহামের,	টটেনহামের,	
tintikey,	তিনটিকে,	তিনটিকে,	
kattor,	কাট্টর,	কট্টর,	
oitijjhe,	ঐতিঝ্যে,	ঐতিহ্যে,	
madhobi,	মাধবী,	মাধবীর,	
chalaabi,	চালাবি,	চালাবে,	
elaakaa,	এলাকা,	এলাকা,	
keraam,	কেরম,	কেরাম,	
soource,	সোর্স,	সোর্স,	
barron,	বাররণ,	ব্যারন,	
cheess,	চিষ,	চেস,	
suchonakal,	সূচনাকাল,	সূচনাকাল,	
shiqar,	সিকার,	শিকার,	
baagicar,	বাগিকার,	বাগিচার,	
conan,	কোনেন,	কোনান,	
itostatoh,	ইতোস্তা,	ইতস্ততঃ,	
aembed,	আইমবেড,	এম্বেড,	
moomtaj,	মমতাজ,	মুমতাজ,	
asavyo,	অসভ্য,	অসভ্য,	
shcholastik,	স্কোলাস্টিক,	স্কলাস্টিক,	
nirontar,	নিরন্তর,	নিরন্তর,	
toufik,	তৌফিক,	তৌফিক,	
tunaita,	টাননাট,	টুনাইট,	
gasthike,	গাস্থিকে,	গোষ্ঠীকে,	
abheedhanic,	অভিধানিক,	অভিধানিক,	
janosanjog,	জনসন্গো,	জনসংযোগ,	
cholocchitro,	চলচিত্র,	চলচ্চিত্র,	
maudelti,	মাউডেলটি,	মডেলটি,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
daakten,	ডাকতেন,	ডাকতেন,	
sharther,	শ্বার্থের,	স্বার্থের,	
asoociates,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
categoryr,	ক্যাটেরির,	ক্যাটাগরির,	
byabosthar,	ব্যবস্থার,	ব্যাবস্থার,	
spreadsheet,	স্প্রেডস্ট,	স্প্রেডশীট,	
sotorkotar,	সর্তকতার,	সতর্কতার,	
ddhila,	ঢিল,	ঢিলা,	
foolkopi,	ফুলকপি,	ফুলকপি,	
bufar,	বুফার,	বাফার,	
yuroo,	ইউরো,	ইউরো,	
stana,	স্টান,	স্টোন,	
naneer,	নানীর,	নানীর,	
anchalei,	আঁচালেই,	অঞ্চলেই,	
chirota,	চিরতা,	চিরতা,	
informetion,	ইনফর্মেশন,	ইনফরমেশন,	
ashanka,	আশঙ্ক,	আশংকা,	
makhmoley,	মখলমে,	মখমলে,	
kodguli,	কাদগুলি,	কোডগুলি,	
streegan,	স্ত্রীগণ,	স্ত্রীগণ,	
manikya,	মাণিক্য,	মানিক্য,	
basaake,	বাসাকে,	বাসাকে,	
meghnabodh,	মেঘনাবদ,	মেঘনাদবধ,	
bhenicer,	ভেনিকের,	ভেনিসের,	
sausaje,	সৌজজে,	সসেজ,	
bosante,	বসন্তে,	বসন্তে,	
kachakachi,	কচকাচি,	কাছাকাছি,	
eparjanta,	এপার্নন্ট,	এপর্যন্ত,	
sikkhakbrindo,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
