chhaanake,	ছানকে,	ছানাকে,	
foloshrutite,	ফলস্রুতিতে,	ফলশ্রুতিতে,	
inshtol,	ইন্সটল,	ইন্সটল,	
dweepgulo,	দ্বিপুলো,	দ্বীপগুলো,	
hattey,	হাতে,	হাঁটতে,	
patthon,	পাঠন,	পঠন,	
lainde,	লাইন্ডে,	ল্যান্ডে,	
diaraesa,	ডায়েরস,	ডিআরএস,	
temontee,	টেমনটি,	তেমনটি,	
oitijjha,	ঐতিহ্য,	ঐতিহ্য,	
bondhubhabapanno,	বন্ধুবা্পন,	বন্ধুভাবাপন্ন,	
gaarnaar,	গার্নার,	গার্নার,	
bhowanipur,	ভবানীপুর,	ভবানীপুর,	
obikol,	অবিকল,	অবিকল,	
kumarir,	কুমারির,	কুমারীর,	
pratiyogider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
rajnaitik,	রাজনৈতিক,	রাজনৈতীক,	
shommoteer,	সম্মতির,	সম্মতির,	
parisankhyanbid,	পরিসংখ্যান্ডিদ,	পরিসংখ্যানবিদ,	
battery,	ব্যাটারি,	ব্যাটারী,	
nirupito,	নিরূপিত,	নিরূপিত,	
dana,	ডানা,	ডায়না,	
nikeela,	নিকেল,	নিকেল,	
risorte,	রিসর্টে,	রিসোর্টে,	
samudratatey,	সমুদ্রতাতে,	সমুদ্রতটে,	
jubokder,	যুবকদের,	যুবকদের,	
ancholgoolir,	আঞ্চলগুলির,	অঞ্চলগুলির,	
shikkhao,	শিক্ষাও,	শিক্ষাও,	
norton,	নর্তন,	নর্টন,	
rejidensh,	রেজিডেন্স,	রেসিডেন্স,	
mokhmoley,	মখখলে,	মখমলে,	
hertj,	হেরটি,	হার্জ,	
nojder,	নজদের,	নজদের,	
expression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
laicense,	লাইন্সে,	লাইসেন্স,	
kyathlikder,	ক্যাথলিকের,	ক্যাথলিকদের,	
clintoner,	ক্লিন্টনের,	ক্লিনটনের,	
farna,	ফরর্ন,	ফার্ন,	
nathibhukta,	নথিভুক্ত,	নথিভুক্ত,	
musolmanderkey,	মুসল্্ান্ডেরকে,	মুসলমানদেরকে,	
diniphition,	ডিনিফিয়েশন,	ডেফিনেশন,	
dakshinangsha,	দক্ষিণাংশ,	দক্ষিণাংশ,	
transfarm,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
muscat,	মাসকাট,	মাস্কাট,	
chon,	চন,	ছোঁ,	
umedpur,	উমেদপুর,	উমেদপুর,	
ddheela,	ঢেল,	ঢিলা,	
taholo,	তাহল,	তাহলো,	
cholochchitreeo,	চলচিত্রেও,	চলচ্চিত্রেও,	
treevuj,	ত্রিভুজ,	ত্রিভূজ,	
neemitte,	নিমিত্,	নিমিত্তে,	
associatees,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
sanaktokaraner,	সনাক্তরণের,	সনাক্তকরণের,	
machher,	মাছের,	মাছের,	
turqmen,	তুর্কমেন,	তুর্কমেন,	
break,	ব্রিক,	ব্রেক,	
onucheeder,	অনুচেদের,	অনুচ্ছেদের,	
bohudeen,	বহুদীন,	বহুদিন,	
oitijjhe,	ঐতিহ্যে,	ঐতিহ্যে,	
johns,	জনস,	জন্স,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
byabaharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
bagdade,	বাগদাদে,	বাগদাদে,	
rohosyo,	রহস্য,	রহস্য,	
emarjensi,	এমারেজনি,	এমার্জেন্সি,	
korush,	ক্রুস,	ক্রুশ,	
sachetanatamulok,	সাচেতামূলক,	সচেতনতামূলক,	
bolvodro,	বলভদ্র,	বলভদ্র,	
aarakani,	আরাকানি,	আরাকানী,	
dara,	দরা,	দারা,	
bolovodro,	বলভদ্র,	বলভদ্র,	
myathious,	ম্যাথিউস,	ম্যাথিউস,	
avatara,	অভাতরা,	অবতার,	
mumtajer,	মমতাজের,	মুমতাজের,	
shalsa,	সালস,	সালসা,	
kathmaandu,	কঠঠমন্ডু,	কাঠমান্ডু,	
forex,	ফরেক্স,	ফরেক্স,	
aamude,	আমুদে,	আমুদে,	
cherechhe,	ছেরেছে,	ছেড়েছে,	
forma,	ফরমা,	ফর্মা,	
orthat,	অর্থাত,	অর্থাৎ,	
window,	উইন্ডো,	উইন্ডো,	
ebhara,	ইভার,	এভার,	
shucharita,	সূচারিত,	সুচরিতা,	
dhanche,	ঢাঁে,	ধাঁচে,	
anuchcheder,	অনুচ্ছেদের,	অনুচ্ছেদের,	
heelser,	হিলসের,	হিলসের,	
kooda,	কোদ,	কোডা,	
veenom,	ভীনম,	ভেনম,	
byataree,	ব্যাটারী,	ব্যাটারী,	
sloker,	স্লোকার,	শ্লোকের,	
dharavahiker,	ধারাভাকির,	ধারাবাহিকের,	
kruser,	ক্রাসের,	ক্রুশের,	
kormoi,	কর্মই,	কর্মই,	
thyachar,	থ্যাচার,	থ্যাচার,	
pratijogider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
bhogini,	ভোগিনী,	ভগিনী,	
bhashik,	ভাষিক,	ভাষিক,	
bandhubhabaponno,	বন্ধুবা্পন,	বন্ধুভাবাপন্ন,	
uipokar,	উইপাকর,	উইপোকার,	
hydra,	হিইড,	হাইড্রা,	
oshovyo,	অশ্ভ,	অসভ্য,	
garmanyteo,	জার্মানিতেও,	জার্মানিতেও,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
silvi,	সিলভি,	সিলভি,	
donata,	ডোনাটা,	ডোনাট,	
spencer,	স্পেন্সার,	স্পেন্সার,	
robot,	রোবট,	রোবোট,	
serup,	শেরূপ,	সেরুপ,	
akten,	আঁকতেন,	অকটেন,	
parbatya,	পর্বত্য,	পার্বত্য,	
torunke,	তরুণকে,	তরুণকে,	
ramdhonu,	রমধধু,	রামধনু,	
utsahi,	উত্সাহী,	উৎসাহী,	
kandey,	কান্ডে,	কাণ্ডে,	
besirbhaagi,	বেশীরভাগই,	বেশিরভাগই,	
kata,	কাট,	কোটা,	
thimke,	থিমকে,	থিমকে,	
karoo,	কারু,	কারো,	
tafaat,	তফফাত,	তফাৎ,	
kommandar,	কমান্ডার,	কমাণ্ডার,	
probhuder,	প্রভুদের,	প্রভুদের,	
gujob,	গুজব,	গুজব,	
divya,	দিব্য,	দিব্যা,	
dep,	ডিপ,	ডেপ,	
juktarashtrasaha,	যুক্তরাস্থা,	যুক্তরাষ্ট্রসহ,	
badana,	বাদানো,	বদনা,	
obosane,	অবসানে,	অবসানে,	
byabaharkarie,	ব্যবহারকারী,	ব্যবহারকারীই,	
torabgunj,	তরা্বগঞ্জ,	তোরাবগঞ্জ,	
nilphamarir,	নিলফামারীর,	নীলফামারীর,	
pachchen,	পাচ্ছেন,	পাচ্ছেন,	
bikaargrasta,	বিকর্পস্ত,	বিকারগ্রস্ত,	
soochonakal,	সূচনাকাল,	সূচনাকাল,	
chenza,	চেঞ্জা,	চেঞ্জ,	
ganjana,	গানজন,	গঞ্জনা,	
aipiela,	অপিল,	আইপিএল,	
voolapuk,	ভোলাপুক,	ভোলাপুক,	
schedule,	স্বাইদুলে,	শিডিউল,	
serverty,	সার্ভার্টি,	সার্ভারটি,	
jyaqasana,	য্যাকানো,	জ্যাকসন,	
maadhoori,	মাধুরি,	মাধুরী,	
bojhey,	বোঝে,	বোঝে,	
chhutochhooti,	ছুটোছুটি,	ছুটোছুটি,	
shilpojato,	শিল্পোত,	শিল্পজাত,	
kormosongsthan,	কর্মসংস্থান,	কর্মসংস্থান,	
khorsed,	খর্ষেদ,	খোরশেদ,	
senabahineekey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
sathikota,	সাথিকতা,	সঠিকতা,	
rupantorer,	রূপান্তরের,	রুপান্তরের,	
hepatitish,	হেপাতিটিস,	হেপাটাইটিস,	
ekpaase,	একপাশে,	একপাশে,	
phising,	ফিশিং,	ফিসিং,	
tafsir,	তাফসির,	তাফসীর,	
nischitrupe,	নিশ্চিত্রপূপে,	নিশ্চিতরূপে,	
lohaa,	লোহা,	লোহা,	
naazi,	নাজি,	নাত্সি,	
male,	মেল,	মালে,	
weenis,	উইনিস,	ভেনিস,	
jaunotar,	যৌনতার,	যৌনতার,	
falashrutite,	ফলাশ্রুতিতে,	ফলশ্রুতিতে,	
konorup,	কননরূপ,	কোনরূপ,	
shikkhakbrinda,	শিক্ষাবৃন্দ,	শিক্ষকবৃন্দ,	
qaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
ingreziteo,	ইংরেজিতেও,	ইংরেজিতেও,	
masjid,	মাসজিদ,	মসজিদ,	
ekirokom,	একরিক,	একইরকম,	
horir,	হরীর,	হরির,	
prapokkey,	প্রপককে,	প্রাপককে,	
lesensim,	লেসেসিং,	লাইসেন্সিং,	
ancholgulote,	আঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
dembakriti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
panchasjan,	পঞ্চাশজন,	পঞ্চাশজন,	
byan,	ব্যান,	ব্যাং,	
karmopantha,	কর্মপন্থ,	কর্মপন্থা,	
talaa,	তোলা,	তালা,	
nadnadeer,	নান্দাদীর,	নদনদীর,	
brekethru,	ব্রেখেরও,	ব্রেকথ্রু,	
kande,	কান্ডে,	কাণ্ডে,	
balabhadra,	বলদভার,	বলভদ্র,	
nikater,	নিকটের,	নিকটের,	
peterkay,	পিটেরকে,	পিটারকে,	
pragresa,	প্রগ্রেস,	প্রগ্রেস,	
rajtontrokey,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
traap,	ট্রপ,	ট্রুপ,	
prapokke,	প্রপককে,	প্রাপককে,	
asommoti,	অসম্মতি,	অসম্মতি,	
senabahinike,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
koner,	কোণের,	কনের,	
bbiseshyer,	বিশেষের,	বিশেষ্যের,	
dianes,	ডায়ননস,	ডিএনএস,	
eenameela,	ইনামেল,	এনামেল,	
chalochchitrotike,	চলচিত্রিকে,	চলচ্চিত্রটিকে,	
basa,	বসা,	বাসা,	
bashite,	বাসিতে,	বাঁশিতে,	
sarbhare,	সররভারে,	সার্ভারে,	
tyapa,	ট্যাপ,	ট্যাপ,	
ekghorey,	একঘরে,	একঘরে,	
emerjency,	ইমেরেজনি,	এমার্জেন্সি,	
jatotaa,	যতটা,	যতোটা,	
dip,	ডিপ,	দীপ,	
segular,	সেগুলোর,	সেগুলোর,	
bhorodwaj,	ভরুদ্যাজ,	ভরদ্বাজ,	
futanta,	ফুটন্ত,	ফুটন্ত,	
udbhaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
aakik,	আকিক,	আকিক,	
pubancholer,	পুবন্চলের,	পূর্বাঞ্চলের,	
aazadeer,	আজাদির,	আজাদীর,	
dwipke,	দ্বীকে,	দ্বীপকে,	
fasi,	ফাঁসি,	ফাঁসী,	
khijir,	খিজির,	খিজির,	
sohopatheekey,	সহপাঠিকে,	সহপাঠীকে,	
teemur,	তিমুর,	তিমুর,	
saseeja,	সাসীজ,	সসেজ,	
gonokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
kottar,	কত্তার,	কট্টর,	
fixing,	ফিকিং,	ফিক্সিং,	
kota,	কোট,	কোটা,	
siddhantake,	সিদ্ধান্তকে,	সিদ্ধান্তকে,	
eokee,	ইউকে,	এওকি,	
pooshtee,	পুষ্টি,	পুষ্টি,	
taims,	টাইমস,	টাইমস্,	
nodiigulo,	নদীগুলো,	নদীগুলো,	
mahakabi,	মহাকাবি,	মহাকবি,	
charrjito,	চর্জিত,	চার্জিত,	
parq,	পার্ক,	পার্ক,	
balroom,	বলরুম,	বলরুম,	
valobasa,	ভালবাসা,	ভালোবাসা,	
taresa,	তোরেসা,	টেরেসা,	
siddhanter,	সিদ্বান্তের,	সিদ্ধান্তের,	
dharavahikeo,	ধারাভাকিকে,	ধারাবাহিকেও,	
parshwey,	পারস্যে,	পার্শ্বে,	
hijrite,	হিজরিতে,	হিজরীতে,	
poscate,	পশ্চেতে,	পশ্চাতে,	
safi,	সফি,	সাফি,	
foksher,	ফক্ষের,	ফক্সের,	
byabostha,	ব্যবস্থা,	ব্যাবস্থা,	
shahanara,	শাহনারা,	শাহানারা,	
janapath,	জনপথ,	জনপথ,	
futonta,	ফুটন্তা,	ফুটন্ত,	
ruby,	রাবি,	রুবি,	
basalt,	বাসল্ট,	ব্যাসল্ট,	
miraqela,	মিরাকেল,	মিরাকেল,	
cheph,	চেফ,	শেফ,	
gunze,	গুঞ্জে,	গুঁজে,	
firth,	ফিরথ,	ফার্থ,	
lidars,	লিডার্স,	লিডার্স,	
deqe,	দেকে,	ডেকে,	
sudrishya,	সুদৃশ্য,	সুদৃশ্য,	
ashanka,	আশঙ্ক,	আশংকা,	
fotanor,	ফোটানোর,	ফোটানোর,	
