towraat,	তোরাট,	তওরাত,	
poroborti,	পরবর্তী,	পরর্বতী,	
manober,	মানবের,	মানবের,	
ghumachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
bijepi,	বিজেপি,	বিজেপি,	
ganaparibahan,	গণপরীবাহন,	গণপরিবহন,	
satan,	সাতান,	শয়তান,	
ajuhat,	অজুহাট,	অজুহাত,	
kokeyin,	কোকেনিন,	কোকেইন,	
mitrata,	মিত্রাটা,	মিত্রতা,	
godabari,	গোদাবারি,	গোদাবরী,	
oikhan,	ঐখখ,	ঐখান,	
niroja,	নিরোজা,	নিরোজা,	
dakter,	ডাক্টের,	ডাকতের,	
nutan,	নুতান,	নূতন,	
sayatana,	সাযাতনা,	শয়তান,	
gandharir,	গানধারীর,	গান্ধারীর,	
flirt,	ফ্লার্ট,	ফ্লার্ট,	
purborekorde,	পূর্বরেরকদে,	পূর্বরেকর্ডে,	
sedikei,	সেদিকেই,	সেদিকেই,	
kuthibarike,	কুঠিবারীকে,	কুঠিবাড়ীকে,	
chittronatyokar,	চিত্রন্যতাযাকার,	চিত্রনাট্যকার,	
uindos,	উইন্ডস,	উইন্ডোস,	
mele,	মেলে,	মাইল,	
pranidero,	প্রাণীদেরও,	প্রানীদেরও,	
andamana,	আন্দামানা,	আন্দামান,	
heart,	হার্ট,	হার্ট,	
mukherjee,	মুখরর্,	মুখার্জী,	
bibadey,	বিবাদে,	বিবাদে,	
sqalastiqa,	স্কাসক্সিতা,	স্কলাস্টিক,	
harbare,	হারবারে,	হারবারে,	
horas,	হোরাস,	হোরাস,	
nirikhe,	নিরীখে,	নিরিখ,	
bosontoke,	বসন্তকে,	বসন্তকে,	
laishensh,	লেইশেনস,	লাইসেন্স,	
firozaa,	ফিরোজা,	ফিরোজা,	
suraropito,	সুরারপিত,	সুরারোপিত,	
rashider,	রাশিদের,	রশিদের,	
sweety,	স্বিটি,	সুইটি,	
hingsar,	হিংসার,	হিংসার,	
bsnleu,	বিএনএনআল,	বিএসএনএলইইউ,	
kuttake,	কুট্টাকে,	কুত্তাকে,	
beatleser,	বিটলসের,	বিটলসের,	
sangitanusthane,	সঙ্গীতানস্থানে,	সঙ্গীতানুষ্ঠানে,	
vince,	ভিন্স,	ভিন্স,	
digrir,	ডিগ্রির,	ডিগ্রির,	
ponjikar,	পঞ্জিকার,	পঞ্জিকার,	
gananatyo,	গণনাত্য,	গণনাট্য,	
avisongson,	অভিসংসন,	অভিশংসন,	
uparzoner,	উপার্জনের,	উপার্জনের,	
cheenja,	চিঞ্জা,	চেঞ্জ,	
show,	শো,	শো,	
ghomtaa,	ঘোমটা,	ঘোমটা,	
irish,	ইরিশ,	আইরিস,	
nopdnodir,	নপ্ডনীর,	নদনদীর,	
rachonakal,	রচনাকাল,	রচনাকাল,	
shahjapur,	শাহজাপুর,	শাহজাপুর,	
yuroo,	যুরু,	ইউরো,	
melborrone,	মেলবররণে,	মেলবোর্নে,	
zoubankal,	যৌবনকাল,	যৌবনকাল,	
kottar,	কোট্তার,	কট্টর,	
prosadhoni,	প্রসাধনী,	প্রসাধনী,	
himchi,	হিমছি,	হিমচি,	
osoborno,	অসবর্ণ,	অসবর্ণ,	
jarmaniteo,	জারমানিতেও,	জার্মানিতেও,	
brail,	ব্রেইল,	ব্রেইল,	
masjidsaha,	মাসজিদসহ,	মসজিদসহ,	
ganakantha,	গণকান্থ,	গণকণ্ঠ,	
sahachke,	সহচকে,	সাহাচকে,	
stona,	স্টোনা,	স্টোন,	
marry,	মারি,	ম্যারি,	
narishwar,	নারীশ্বর,	নারীশ্বরের,	
sobche,	সবচে,	সবচে,	
krus,	ক্রুস,	ক্রুশ,	
nimitte,	নিমিত্তে,	নিমিত্তে,	
fatakesto,	ফাটাকেস্ত,	ফাটাকেষ্ট,	
plusey,	প্লুসে,	প্লাসে,	
satarkokari,	সতারককাকীর,	সতর্ককারী,	
sipa,	সিপা,	শিপ,	
angsogrohone,	আংংগ্রহণে,	অংশগ্রহনের,	
asaktibandhan,	অস্কতিবন্ধন,	আসক্তিবন্ধন,	
forex,	ফোরেক্স,	ফরেক্স,	
asbab,	আসবাব,	আসবাব,	
bairer,	বাইরের,	বাইরের,	
govindarajan,	গোবিন্দরাজন,	গোবিন্দরাজন,	
proshtutkarok,	প্রশ্তুতকরক,	প্রস্তুতকারক,	
faskari,	ফাসকারী,	ফাঁসকারী,	
annimated,	অ্যানিনমেট,	এনিমেটেড,	
mitro,	মিত্র,	মিত্র,	
keyu,	কেয়ু,	কেউ,	
pacchi,	পাচচি,	পাচ্ছি,	
durbhagya,	দুর্ভা্গ,	দূর্ভাগ্য,	
tetela,	টেটেলা,	টাইটেল,	
scuvi,	স্কাভি,	স্কুভি,	
windows,	ইউন্ডিওস,	উইন্ডোস,	
hertj,	হের্ট,	হার্জ,	
monohputo,	মনোসূপত,	মনঃপুত,	
duburir,	দুবুরির,	ডুবুরির,	
raunanganey,	রানাঙ্গনে,	রণাঙ্গনে,	
rohasyati,	রোহস্যতি,	রহস্যটি,	
qlauda,	ক্লাউড,	ক্লাউড,	
tigmanshu,	তিজমানসহু,	তিগমংশু,	
uddhrita,	উদ্ধৃত,	উদ্ধৃত,	
sursur,	সুরসুর,	সুরসুর,	
seekkhokbrindo,	শিক্ষসবৃদ্্ড,	শিক্ষকবৃন্দ,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
laaishenshh,	লেশশনেশ,	লাইসেন্স,	
alpakichudin,	আল্পকিচুদিন,	অল্পকিছুদিন,	
farna,	ফার্না,	ফার্ন,	
roopmatro,	রূপমাত্র,	রূপমাত্র,	
chowdhuryke,	চৌধুরীকে,	চৌধুরীকে,	
amiretus,	অমিরিটাউস,	এমিরেটাস,	
treend,	ট্রিং্ড,	ট্রেন্ড,	
somoibo,	সময়ব,	সমৈব,	
bibader,	বিবাদের,	বিবাদের,	
gajano,	গজনা,	গজানো,	
dharmadasbabu,	ধর্মদাসবাবু,	ধর্মদাসবাবু,	
rifleksa,	রিফলেকসা,	রিফ্লেক্স,	
remacry,	রিম্যাক্রি,	রেমাক্রী,	
munsi,	মুনসি,	মুন্সী,	
cantan,	ক্যান্টান,	ক্যান্টন,	
chokrantosoho,	চক্রানাসসহ,	চক্রান্তসহ,	
kobulennechha,	কবুলেননেছা,	কবুলেন্নেছা,	
peethey,	পেথে,	পীঠে,	
pinogbagke,	পিনোগবাগকে,	পিনগবাগকে,	
byomkesh,	ব্যমকেশ,	ব্যোমকেশ,	
bishaashke,	বিশাষকে,	বিশ্বাসকে,	
bondhuvabaponyo,	বন্ধুবাব্যপন্য,	বন্ধুভাবাপন্ন,	
chenza,	চেঞ্জা,	চেঞ্জ,	
mehsus,	মেহসুস,	মেহসুস,	
transform,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
dhaleshorii,	ধালেররই,	ধলেশ্বরী,	
sommotite,	সম্মতিতে,	সম্মতিতে,	
snehban,	স্নেহবান,	স্নেহবান,	
afzol,	আফজোল,	আফজল,	
jonoshongjog,	জনসংযোগ,	জনসংযোগ,	
orgho,	অর্ঘ,	অর্ঘ্য,	
cheerontan,	চিরনাটান,	চিরন্তন,	
taunship,	টাউনশিপ,	টাউনশিপ,	
aachhis,	আছিস,	আছিস,	
chandil,	চাঁদিল,	চান্ডিল,	
giitikobitar,	গীতিতিবিতার,	গীতিকবিতার,	
nodiitei,	নদীীতেই,	নদীতেই,	
annorup,	অন্যরূপ,	অন্যরূপ,	
orbit,	অরবিট,	অরবিট,	
francine,	ফ্রান্সিন,	ফ্রান্সিন,	
dipke,	দিপকে,	দ্বীপকে,	
artherer,	আর্থরের,	আর্থারের,	
samajikatar,	সমাজিকতার,	সামাজিকতার,	
juakhelar,	জুয়াখেলার,	জুয়াখেলার,	
tennis,	টেনিস,	টেনিস,	
besirvagei,	বেশিরবাগেই,	বেশিরভাগেই,	
helloin,	হেল্লিন,	হ্যালোইন,	
taunasipa,	তানাসিপা,	টাউনশিপ,	
duuma,	দুউমা,	দুমা,	
mumtajer,	মুমতাজের,	মুমতাজের,	
manushsoho,	মানুষসহ,	মানুষসহ,	
judge,	জুডগে,	জাজ,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
kathmandute,	কাঠমণ্ডুতে,	কাঠমান্ডুতে,	
hondooras,	হন্ডডারস,	হন্ডুরাস,	
mozlis,	মজলিস,	মজলিশ,	
prosadhaner,	প্রসাধনের,	প্রসাধনের,	
mukhya,	মুখ্যা,	মুখ্য,	
norfolk,	নরফলক,	নরফোক,	
highcomissione,	হাইস্মোসেনন,	হাইকমিশনে,	
samajikotar,	সমাজিকতার,	সামাজিকতার,	
batistambhatike,	বাতিস্থাভভক্তিকে,	বাতিস্তম্ভটিকে,	
matorom,	মাতরম,	মাতরম,	
boikalyo,	বৈকল্য,	বৈকল্য,	
nirgomon,	নির্গমণ,	নির্গমন,	
suporichita,	সুপরিচিতা,	সুপরিচিত,	
promodwara,	প্রমোদ্বারা,	প্রমদ্বারা,	
alsaar,	আলসার,	আলসার,	
meshmeshya,	মেশেেশ্য,	মেশহমেশহিইয়া,	
encidablu,	এনকিসবললু,	এনসিডাব্লু,	
peterke,	পেটারকে,	পিটারকে,	
gloria,	গ্লোরিয়া,	গ্লোরিয়া,	
talgachh,	তালগাছ,	তালগাছ,	
mach,	মাচ,	মাছ,	
juddhahato,	যুদ্ধহাত,	যুদ্ধাহত,	
prothar,	প্রথার,	প্রথার,	
mekapgulo,	মেকাপগুলো,	মেকআপগুলো,	
brindabane,	বৃন্দাবনে,	বৃন্দাবনে,	
huqa,	হুকা,	হুক,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
niurolaji,	নিউরোলজি,	নিউরোলজি,	
jyesttha,	জ্যেস্তথা,	জ্যেষ্ঠা,	
edaningkale,	এডানিংকালে,	ইদানীংকালে,	
gemske,	গেমসসকে,	জেমসকে,	
konistho,	কনিষ্ঠ,	কনিষ্ঠ,	
srisri,	শ্রীসৃ,	শ্রীশ্রী,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
sookumari,	সুকুমারী,	সুকুমারী,	
bhramarotsab,	ভ্রমরোপস্ব,	ভ্রমরোৎসব,	
hajeerhatt,	হজয়ারহাট,	হাজিরহাট,	
dologuloo,	দলগুলো,	দলগুলোও,	
abheedhanik,	অভিধানিক,	অভিধানিক,	
baieq,	বাই়েক,	বাইক,	
karima,	কারিমা,	করিম,	
beila,	বেইলা,	বেইলা,	
kichutei,	কিছুতেই,	কিছুতেই,	
pothnirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
minister,	মিইনসসটার,	মিনিস্টার,	
bedanta,	বেদান্ত,	বেদান্ত,	
dinara,	দিনারা,	ডিনার,	
bijito,	বিজিত,	বিজিত,	
hoondayi,	হোঁডায়ি,	হুন্দাই,	
naubom,	নওবম,	নবম,	
bipradas,	বিপরাদস,	বিপ্রদাস,	
dadar,	দাদার,	দাদার,	
ghotleo,	ঘটলেও,	ঘটলেও,	
bheenisa,	ভিনিসা,	ভেনিস,	
chikitsanirbhar,	চিকিৎসানির্ভর,	চিকিৎসানির্ভর,	
upobaashee,	উপবাশী,	উপবাসী,	
sahajlabhbhotar,	সহল্যভভাতর,	সহজলভ্যতার,	
vishnuu,	বিষ্ণুয়ু,	বিষ্ণু,	
kram,	ক্রাম,	ক্রম,	
dakticket,	ডাক্িটিক,	ডাকটিকিট,	
ispredseet,	ইস্প্রেডিন্ট,	স্প্রেডশীট,	
baarnis,	বার্নিস,	বার্নিশ,	
ponchasjon,	পঞ্চাজন,	পঞ্চাশজন,	
ghetu,	ঘেটু,	ঘেটু,	
saatzoner,	সাতজনের,	সাতজনের,	
nilkuthir,	নীলকুঠির,	নীলকুঠির,	
everestey,	এভারসিস্টে,	এভারেস্টে,	
langhaner,	লঙ্ঘনের,	লংঘনের,	
ishahak,	ইশাহক,	ইসাহাক,	
maladabha,	মালাদাভা,	মলদোভা,	
dalip,	ডালিপ,	দালিপ,	
alumni,	আলুমনি,	অ্যালমনি,	
sobaiderke,	সবাইদেরকে,	সবাইদেরকে,	
lobbytey,	লববটি,	লবিতে,	
