totokson,	তোটকসন,	ততক্ষন,	
harris,	হ্যারিস,	হ্যারিস,	
dhormokorme,	ধর্মকর্মে,	ধর্মকর্মে,	
torikher,	তরিখের,	তরিখের,	
priseflex,	প্রিইসেল্সেক্স,	প্রাইজফ্লেক্স,	
indro,	ইন্দ্রো,	ইন্দ্র,	
teman,	তেমান,	তেমন,	
kaia,	কাইয়া,	কায়া,	
kortona,	কর্তনা,	করতনা,	
forex,	ফরেক্স,	ফরেক্স,	
ivil,	ইভিল,	ইভিল,	
istoone,	ইস্তুনে,	স্টোন,	
buth,	বুথ,	বুথ,	
kuldip,	কুলদিপ,	কুলদীপ,	
paroner,	পারণের,	পারণের,	
palestine,	পেলেস্টিনে,	প্যালেস্টাইনে,	
terlarang,	টের্লার্গ,	তেরলারং,	
chaiten,	চেইতেন,	চাইতেন,	
kushakhali,	কুশাখালি,	কুশাখালি,	
moshjidke,	মোশজিদকে,	মসজিদকে,	
balabhadra,	বালাভাদরা,	বলভদ্র,	
mohajot,	মহাজত,	মহাজোট,	
songkolonti,	সংকলনটি,	সংকলনটি,	
ramachandranke,	রামান্দ্রকেণে,	রামাচন্দ্রনকে,	
japanostho,	জাপানস্থ,	জাপানস্থ,	
concerter,	কনসার্টের,	কানসাটের,	
satan,	সতান,	শয়তান,	
karima,	কারিমা,	করিম,	
ramonar,	রামনার,	রমনার,	
amudey,	আমুদে,	আমুদে,	
nojder,	নজদের,	নজদের,	
graambaaseer,	গ্রাম্বাসার,	গ্রামবাসীর,	
maner,	মানের,	মানে,	
ahmed,	আহমেদ,	আহামদ,	
kuronir,	কুরোনির,	কুরনীর,	
khude,	খুদে,	ক্ষুদে,	
booponer,	বুপনের,	বপনের,	
pyetarna,	পায়াট্রান,	প্যাটার্ন,	
pracharanamulak,	প্রচারণামূলক,	প্রচারণামূলক,	
deilee,	দেইলি,	ডেইলি,	
engrezder,	এনরজজ্ের,	ইংরেজদের,	
salmanul,	সালমানুল,	সালমানুল,	
cloudbook,	ক্লাডবুক,	ক্লাউডবুক,	
zaire,	জায়ার,	জাইরে,	
salsa,	সালসা,	সালসা,	
bhenus,	ভেনুস,	ভেনাস,	
nirgaman,	নিরগামান,	নির্গমন,	
battery,	ব্যাটারি,	ব্যাটারী,	
lekhaksattwar,	লেখকস্তত্বর,	লেখকসত্ত্বার,	
pouchute,	পৌছুতে,	পৌঁছুতে,	
dalip,	ডালিপ,	দালিপ,	
shaater,	শাতের,	শ্যুটার,	
prasadhoni,	প্রাসাধনী,	প্রসাধনী,	
ostheesandhi,	অস্থিসান্ধি,	অস্থিসন্ধি,	
lungiti,	লুঙ্গীতি,	লুঙ্গিটি,	
hillse,	হিলসে,	হিলসে,	
subade,	সুবাদে,	সুবাদে,	
kayech,	কয়েচ,	কায়েছ,	
favorite,	ফ্যাভারিতে,	ফেভারিট,	
bhabotarini,	ভবতারিণী,	ভবতারিণী,	
brittakarey,	বৃত্তাকারে,	বৃত্তাকারে,	
meghacchonno,	মেঘাক্্যন,	মেঘাচ্ছন্ন,	
prity,	প্রিটি,	প্রিটি,	
ganosachetanata,	গণসাচাতেনতা,	গণসচেতনতা,	
bifol,	বিফল,	বিফল,	
grahoksebai,	গ্রাহকসেবাই,	গ্রাহকসেবায়,	
dhadhiye,	ধাধিয়ে,	ধাধিয়ে,	
firoza,	ফিরোজা,	ফিরোজা,	
difinishian,	ডিফিনিশিয়ান,	ডেফিনেশন,	
scholars,	স্কোলারস,	স্কলার্স,	
gronthao,	গ্রন্থাও,	গ্রন্থও,	
sudrissho,	সুদৃশ্,	সুদৃশ্য,	
krimlin,	ক্রিলিন,	ক্রিমলিন,	
laps,	ল্পাস,	ল্যাপস,	
plak,	প্লেক,	প্ল্যাক,	
maailkhanek,	মালখখানেক,	মাইলখানেক,	
alkatra,	আলকাত্র,	আলকাতরা,	
azijer,	আজিজের,	আজিজের,	
qor,	কোর,	কর,	
sheshdinti,	শেষদিনটি,	শেষদিনটি,	
ancholgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
ishter,	ইশ্টার,	ইস্টের,	
banshite,	বাঁশীতে,	বাঁশিতে,	
murader,	মুরাদের,	মুরাদের,	
templet,	টেম্পলেট,	টেম্পলেট,	
porirshoder,	পরীর্ষদের,	পরির্ষদের,	
gujob,	গুজব,	গুজব,	
golghare,	গোঘঘরে,	গোলঘরে,	
ceramiker,	সেরামিকের,	সিরামিকের,	
mah,	মাহ,	মাহে,	
laat,	লাত,	লাট,	
zeebonto,	জীবন্ত,	জীবন্ত,	
cholocchitrer,	চলচ্যিত্রের,	চলচ্চিত্রের,	
kurdira,	কুরদিরা,	কুর্দিরা,	
bedantodhormo,	বেদানতধর্ম,	বেদান্তধর্ম,	
greenald,	গ্রিনল্ড,	গ্রিনল্ড,	
ramolino,	রামোলিনো,	রামোলিনো,	
krusher,	ক্রুষের,	ক্রুশের,	
fuss,	ফুস,	ফাস,	
erythrian,	এরিথ্রিয়ান,	এরিথ্রিয়ান,	
drishyogulotey,	দৃশ্যগুলততে,	দৃশ্যগুলোতে,	
sweety,	স্বিটি,	সুইটি,	
kormoke,	কর্মকে,	কর্মকে,	
directarate,	ডিরেক্টারেট,	ডিরেক্টরেট,	
pleto,	প্লেটো,	প্লেটো,	
chotogolper,	চটোগল্পের,	ছোটগল্পের,	
elaakaati,	এলাকাটি,	এলাকাটি,	
grootha,	গ্রুথা,	গ্রোথ,	
tookrokey,	তুকরোকে,	টুকরোকে,	
ganohotyake,	গণহত্যাকে,	গণহত্যাকে,	
maaktoome,	মাকতুমে,	মাকতুম,	
gavaskar,	গাভাসকার,	গাভাস্কার,	
laga,	লাগা,	লগ,	
akhhunno,	আখুন্ন,	অক্ষুণ্ণ,	
hoil,	হয়েল,	হইল,	
rayyalati,	রয়়ইলতি,	রয়্যালটি,	
dalnata,	দলনাটা,	ডালনাটা,	
lendal,	লেন্ডাল,	লেন্ডল,	
udbhabaney,	উদ্ভাবণে,	উদ্ভাবনে,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
kaande,	কান্ডে,	কাণ্ডে,	
shuperheiro,	শুপেরহেরও,	সুপারহিরো,	
audioguloke,	অডিওগুলোকে,	অডিওগুলোকে,	
towraat,	টুরেট,	তওরাত,	
poddhotiteyi,	পদ্ধতিতেই,	পদ্ধতিতেই,	
dharabahikotitey,	ধারাবাহিকতিতে,	ধারাবাহিকটিতে,	
ceramicsh,	সেরামিক্,	সিরামিকস,	
mookhomaundoler,	মুখমানউদলের,	মুখমণ্ডলের,	
durlabhatwang,	দুর্মভত্বাং,	দুর্লভত্বং,	
jakso,	জাকসো,	যক্ষ,	
narbur,	নারবুর,	নরবুর,	
tukroti,	তুক্রতি,	টুকরোটি,	
gasthii,	গা্্থি,	গোষ্ঠীই,	
jamarate,	জামারাতে,	জামারাতে,	
jyesthaa,	জ্যাশ্থ,	জ্যেষ্ঠা,	
maarmaader,	মারমাদের,	মারমাদের,	
nibondhocheler,	নিবন্ধছেলের,	নিবন্ধছেলের,	
shakar,	শাকার,	সকার,	
olympic,	অলিম্পিক,	অলিম্পিক,	
dubureer,	দুবুরীর,	ডুবুরির,	
teenej,	তিনেজ,	টিনেজ,	
streegon,	স্ট্রিগণ,	স্ত্রীগণ,	
romantik,	রোমান্তিক,	রোমান্টিক,	
songkoloney,	সংকোলনে,	সংকলনে,	
pichte,	পিছতে,	পিছতে,	
ponjikar,	পঞ্জিকার,	পঞ্জিকার,	
umedpoor,	উমেদপুর,	উমেদপুর,	
probondhobhittik,	প্রবন্ধভিত্তিক,	প্রবন্ধভিত্তিক,	
upobasee,	উপবাসী,	উপবাসী,	
rinobodh,	ঋণবোধ,	ঋণবোধ,	
juddhahato,	যুদ্ধাহাত,	যুদ্ধাহত,	
shniper,	শ্নীপের,	স্নাইপার,	
sadbi,	সাদবী,	সাধ্বী,	
farid,	ফারিদ,	ফরিদ,	
kormokarke,	কর্মকারকে,	কর্মকারকে,	
renoo,	রেনো,	রেনো,	
hoteltee,	হোটেলটি,	হোটেলটি,	
shishupalgarh,	শিশুপলগর,	শিশুপালগড়ে,	
bandra,	বাঁদ্রা,	বন্দীরা,	
qyantana,	ক্যান্টনন,	ক্যান্টন,	
brojomohun,	ব্রজমহুন,	ব্রোজোমোহন,	
hitaishi,	হিতাইশি,	হিতৈষী,	
lirikti,	লিরিকটি,	লিরিকটি,	
change,	চাঙ্গে,	চেঞ্জ,	
nutan,	নুটান,	নূতন,	
karuna,	করুণা,	করুণা,	
salchak,	সালচক,	সালচাক,	
natshi,	নাতশি,	নাত্সি,	
themeke,	থেমেকে,	থিমকে,	
windo,	উইন্ডো,	উইন্ডো,	
liaodong,	লিয়াডোং,	লিয়াওদং,	
alaoler,	আলাওলের,	আলাওলের,	
osthishondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
planea,	প্ল্যানি,	প্লেনে,	
niutrino,	নিউট্রিনো,	নিউট্রিনো,	
steeit,	স্টিইট,	স্টেইট,	
srivatsalakshanang,	শ্রীবতসলস্্তংং,	শ্রীবৎসলক্ষণং,	
rakhtokkharoner,	রাখ্তক্ষণের,	রক্তক্ষরণের,	
poriskoron,	পরিস্করণ,	পরিষ্করণ,	
mugdal,	মুগদাল,	মুগডাল,	
seqtara,	সেক্টারা,	সেক্টর,	
oncholke,	অঁচলকে,	অঞ্চলকে,	
kloud,	ক্লড,	ক্লাউড,	
beam,	বিয়াম,	বিম,	
chetanagoto,	চেতানাগত,	চেতনাগত,	
nanabornobishishto,	নানাবর্বিশ্বিষ্ট,	নানাবর্ণবিশিষ্ট,	
hoonayin,	হুনায়িন,	হুনাইন,	
kormyi,	করমি,	কর্মই,	
hoondayi,	হুন্দায়ি,	হুন্দাই,	
canflikt,	ক্যানফলিক্ট,	কনফ্লিক্ট,	
aakkaash,	আক্কাশ,	আককাস,	
venush,	ভেনুশ,	ভেনাস,	
mekong,	মেকং,	মেকং,	
dajjha,	দাজ্,	দাহ্য,	
heelser,	হিলসের,	হিলসের,	
firti,	ফিরতি,	ফিরতি,	
bonorajite,	বনরাজিতে,	বনরাজিতে,	
kusumeshu,	কুসুমেষু,	কুসুমেষু,	
meloonborrone,	মেলোজনবররণে,	মেলবোর্নে,	
dokaangulotey,	দোকানগুলোতে,	দোকানগুলোতে,	
aairees,	আই়ারিশ,	আইরিস,	
hastamathun,	হস্তমাথুন,	হস্তমথুন,	
chakurijibirao,	চাকুরিজীবীরাও,	চাকুরীজীবীরাও,	
premo,	প্রেমো,	প্রিমো,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
satarka,	সতর্কা,	সতর্ক,	
bijito,	বিজিত,	বিজিত,	
ghumachhe,	ঘুমাচে,	ঘুমাচ্ছে,	
sanghatakder,	সংহটাদকের,	সংঘটকদের,	
jibanto,	জীবান্ত,	জীবন্ত,	
jyaqasana,	জ্যাকাসন,	জ্যাকসন,	
temanti,	তেমানটি,	তেমনটি,	
dabliudabliui,	ডাবলিবউডিয়ি,	ডাব্লিউডাব্লিউই,	
relance,	রিলান্স,	রিলায়েন্স,	
jaanachhe,	জানাছে,	জানাচ্ছে,	
onkush,	অঙ্কুশ,	অংকুশ,	
asiatic,	অ্যাসিটিট,	এশিয়াটিক,	
shiulijhra,	শিউলিঝরা,	শিউলিঝরা,	
rakim,	রাকিম,	রাকিম,	
patjata,	পাটজাতা,	পাটজাত,	
oitijjo,	ঐতিহ্য,	ঐতিহ্য,	
bastubad,	বাস্তুবাদ,	বস্তুবাদ,	
rudrasagar,	রুদ্রসগর,	রুদ্রসাগরের,	
pet,	পেট,	পেত,	
seeramiks,	সিরামিকস,	সিরামিকস,	
ragei,	রাগেই,	রাগেই,	
durarohini,	দুরারহীনী,	দুরারোহিণী,	
krush,	ক্রুশ,	ক্রুশ,	
hundai,	হুন্ডাই,	হুন্দাই,	
ganaporibahaner,	গণপরিবাহণের,	গণপরিবহনের,	
average,	এভারেজ,	এভারেজ,	
naneer,	নানীর,	নানীর,	
bhramarotsab,	ভ্রমরতৎসব,	ভ্রমরোৎসব,	
