pulse,	পালসে,	পালস,	
upobaaser,	উপবাসের,	উপবাসের,	
keuoi,	কেই,	কেউই,	
silbhee,	সিলভি,	সিলভি,	
fasi,	ফাঁসি,	ফাঁসী,	
drissogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
sojja,	সয্যা,	সজ্জা,	
fokser,	ফক্ষের,	ফক্সের,	
artilery,	অর্টিলারি,	আর্টিলারি,	
karecho,	করেছ,	করেছ,	
afzal,	আফজাল,	আফজল,	
tahalei,	তহলেই,	তাহলেই,	
armenian,	আরমেনিয়ান,	আর্মেনিয়ান,	
cooling,	কুলিং,	কুলিং,	
japanira,	জাপানীরা,	জাপানিরা,	
kyanela,	ক্যানেল,	ক্যানেল,	
ramantic,	রাম্্তিক,	রোমান্টিক,	
cheentaikari,	ছিন্তাইকারী,	ছিনতাইকারী,	
hijrite,	হিজরিতে,	হিজরীতে,	
mausumeo,	মৌসুমে,	মৌসুমেও,	
benis,	বেনিস,	ভেনিস,	
palta,	পাল্টা,	পালটা,	
jyaqasana,	জ্যাকশন,	জ্যাকসন,	
touraat,	তৌরাট,	তওরাত,	
hilse,	হিলসে,	হিলসে,	
shpreadshhiit,	স্প্রেডিস,	স্প্রেডশীট,	
dola,	ডলা,	দলা,	
drishyoi,	দৃশ্যই,	দৃশ্যই,	
protijogitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
siima,	সিম,	সীমা,	
rahi,	রহহি,	রাহি,	
veenom,	ভিনোম,	ভেনম,	
ajeeboner,	অজীবনের,	আজীবনের,	
cheshsh,	চেস,	চেস,	
sahooseekotar,	সহসিকাতার,	সাহসিকতার,	
mozlishpur,	মোলিশপুর,	মজলিশপুর,	
bota,	বোটা,	বটা,	
siddhantoi,	সিদ্নান্তই,	সিদ্ধান্তই,	
obosane,	অবসানে,	অবসানে,	
dabarer,	দববারের,	দাবারের,	
matt,	ম্যাট,	ম্যাট,	
rudrer,	রুদ্রের,	রুদ্রের,	
dharabahiktite,	ধারাবিক্তিতে,	ধারাবাহিকটিতে,	
balokarak,	বলকারক,	বলকারক,	
chhani,	ছনি,	ছানি,	
osamanno,	অসমান্ন,	অসামান্য,	
shakara,	শককার,	সকার,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
naubihar,	নৌবিহার,	নৌবিহার,	
kiandi,	ক্যান্ডি,	ক্যান্ডি,	
jacqson,	জাকসন,	জ্যাকসন,	
chaktir,	চক্তির,	চাকতির,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
otitkaley,	অতীতকালে,	অতীতকালে,	
goolen,	গুলেন,	গুলেন,	
times,	টাইমস,	টাইমস্,	
heje,	হেজে,	হেজ,	
choudhoorir,	চৌধুরির,	চৌধুরীর,	
chalche,	চলছে,	চলছে,	
nepchuner,	নেপচুনের,	নেপচুনের,	
aloteo,	আলতেও,	আলোতেও,	
suparichita,	সুপরিচিত,	সুপরিচিত,	
satjon,	সতজন,	সাতজন,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
bodna,	বদনা,	বদনা,	
farmat,	ফরমমট,	ফরম্যাট,	
cholesi,	চলেসি,	চলেছি,	
deep,	ডীপ,	দীপ,	
turishta,	তুরিষ্ট,	টুরিস্ট,	
sombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
ganakantha,	গণকণ্ঠ,	গণকণ্ঠ,	
conphlikt,	কনফলিক্ট,	কনফ্লিক্ট,	
kormoi,	কর্মই,	কর্মই,	
hosheyin,	হোসেইন,	হোসেইন,	
ghotleyo,	ঘটলেও,	ঘটলেও,	
swartha,	স্বার্থ,	স্বার্থ,	
pala,	পাল,	পোলো,	
deobonde,	দীবন্ডে,	দেওবন্দে,	
obosorer,	অবসরের,	অবসরের,	
muhammadi,	মুহাম্মাদী,	মুহাম্মদী,	
sainyara,	সৈন্যরা,	সৈন্যরা,	
maudeling,	মাউলেিং,	মডেলিং,	
ancholeo,	আঞ্চলেও,	অঞ্চলেও,	
grambasir,	গ্রাম্বাসীর,	গ্রামবাসীর,	
olimpyc,	অলিম্পিক,	অলিম্পিক,	
joubonbotee,	যৌবনতবী,	যৌবনবতী,	
samany,	স্যামানি,	সামান্য,	
anano,	অ্্ানানো,	আনানো,	
somraat,	সমরাত,	সম্রাট,	
rachonakal,	রচনাকাল,	রচনাকাল,	
diphinishion,	ডিফিনিশন,	ডেফিনেশন,	
lakhindarer,	লখ্ষিন্দরের,	লখিন্দরের,	
chapol,	চাপল,	চপল,	
land,	ল্যান্ড,	ল্যান্ড,	
rananganey,	রণাঙ্গনে,	রণাঙ্গনে,	
karor,	কার,	কারোর,	
songbadmadhyamgulote,	সংবাধ্যমগুলোতে,	সংবাদমাধ্যমগুলোতে,	
sthapanagulor,	স্থাপাগুলোর,	স্থাপনাগুলোর,	
boikalya,	বৈকল্য,	বৈকল্য,	
sachetanvabe,	সচেতানভাবে,	সচেতনভাবে,	
jwor,	জ্বর,	জ্বর,	
aaeereshe,	আইরেশে,	আইরেসে,	
messengerer,	মেশাঙ্গের,	মেসেঞ্জারের,	
sangosthatike,	সংস্থটিকে,	সংস্থাটিকে,	
kaathhaamaandu,	কাঠামন্দু,	কাঠমান্ডু,	
bipojjanak,	বিপজজ্জনক,	বিপজ্জনক,	
chhotogolper,	ছোটোগল্পের,	ছোটগল্পের,	
everage,	এভারেজ,	এভারেজ,	
alimpika,	আলিম্পিক,	অলিম্পিক,	
mufti,	মুফতী,	মুফতি,	
dubureer,	দুবুরির,	ডুবুরির,	
laisens,	লাইসেস্স,	লাইসেন্স,	
aanaan,	আনান,	আনান,	
thai,	ঠাই,	থাই,	
baraak,	বরাক,	বারাক,	
laabonii,	লাবণী,	লাবনী,	
besirvagei,	বেশীরভাগই,	বেশিরভাগেই,	
parswer,	পারস্বের,	পার্শ্বে,	
raeets,	রেটস,	রাইটস,	
sqalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
muktilav,	মুক্তিলভ,	মুক্তিলাভ,	
pishach,	পিশাচ,	পিশাচ,	
samratra,	সমর্ত্র,	সম্রাটরা,	
flag,	ফ্লোগ,	ফ্লাগ,	
nischitvabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
bitloser,	বিটলসের,	বিটলসের,	
zibonnogor,	জীবননগর,	জীবননগর,	
chyata,	ছ্যাট,	চ্যাট,	
shhooter,	শুটের,	শ্যুটার,	
allubokhara,	অল্লুবরাা,	আলুবোখারা,	
cholochchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
sector,	সেক্টর,	সেক্টর,	
karleo,	করলেও,	করলেও,	
nogore,	নগরে,	নগরে,	
onucheeder,	অনুচীদের,	অনুচ্ছেদের,	
gaje,	গেজ,	গেজ,	
karmojog,	কর্মযোগ,	কর্মযোগ,	
meiler,	মেলের,	মেইলের,	
peoples,	পিপললস,	পিপলস্,	
palki,	পলকী,	পাল্কি,	
military,	মিলিটারী,	মিলিটারি,	
chalochchitroke,	চলচিত্রকে,	চলচ্চিত্রকে,	
toruner,	তরুণের,	তরুণের,	
gonocheen,	গণচিন,	গণচীন,	
reejur,	রিজুর,	রিজুর,	
anchaleo,	আঞ্চলেও,	অঞ্চলেও,	
myakbeth,	ম্যাকবেথ,	ম্যাকবেথ,	
purbancole,	পূর্বাঙ্চলে,	পূর্বাঞ্চলে,	
sohinsotar,	সহিনসততার,	সহিংসতার,	
naarsaari,	নার্সারী,	নার্সারি,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
jahra,	জাহরা,	যাহরা,	
bauger,	বাগের,	বাগের,	
thailand,	থাইল্যান্ড,	থাইল্যান্ড,	
roomantic,	রোমান্টিক,	রোমান্টিক,	
ukeliptas,	উকেলিপ্যাস,	ইউক্যালিপ্টাস,	
jahar,	জোহর,	জহর,	
gandho,	গন্ধ,	গন্ধ,	
mukhbondho,	মুখনব্ধ,	মুখবন্ধ,	
stanahenja,	স্টানাহেঞ্জ,	স্টোনহেঞ্জ,	
ekaar,	একার,	একার,	
ssosha,	সসা,	শশা,	
saajano,	সাজান,	সাজানো,	
baarder,	বার্ডার,	বার্ডের,	
karkatkranti,	কারককটর্ন্টি,	কর্কটক্রান্তি,	
nutaner,	নুটানের,	নূতনের,	
ganakantho,	গণকণ্ঠ,	গণকণ্ঠ,	
spenser,	স্পেন্সের,	স্পেন্সার,	
auxfordey,	আকফর্ডে,	অক্সফোর্ডে,	
erina,	এরিন,	এরিনা,	
nabheela,	নাভেল,	নভেল,	
grot,	গ্রোট,	গ্রোথ,	
monu,	মনু,	মনু,	
kuley,	কূলে,	কুলে,	
pharanyata,	ফরোন্যট,	ফরম্যাট,	
rathin,	রথিন,	রথীন,	
gorjon,	গর্জন,	গর্জন,	
labonaktotar,	লবনাক্ততার,	লবণাক্ততার,	
feemalee,	ফিমালী,	ফিমেল,	
drishyogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
granthei,	গ্রন্থেই,	গ্রন্থেই,	
vogiroth,	ভগিরথ,	ভগীরথ,	
dale,	দলে,	ডালে,	
vangle,	ভাঙলে,	ভাঙলে,	
choson,	চোষণ,	চোষণ,	
sompadon,	সম্পাদন,	সম্পাদন,	
thaanobhi,	থানাভি,	থানভী,	
dipgulote,	দিপগুলোতে,	দ্বীপগুলোতে,	
talgach,	ত্যাচাল,	তালগাছ,	
banger,	বঙ্গের,	ব্যাঙের,	
joubanbotii,	যৌবনবতী,	যৌবনবতী,	
alauler,	আলাউলের,	আলাওলের,	
dokangulotey,	ডোকানগুলোতে,	দোকানগুলোতে,	
shaahoshikataar,	সহশিকাতার,	সাহসিকতার,	
anodhikaar,	অনধিকার,	অনধিকার,	
chenza,	চেঞ্জা,	চেঞ্জ,	
qinsa,	কিন্স,	কিংস,	
biseshyo,	বিশেষ্য,	বিশেষ্য,	
parkasha,	পর্কশ,	পার্কস,	
heavy,	হেভি,	হেভি,	
phareeksa,	ফরেক্স,	ফরেক্স,	
golakritir,	গোলাকৃতির,	গোলাকৃতির,	
holdeeng,	হল্ডিং,	হোল্ডিং,	
uporitol,	উপরিতল,	উপরিতল,	
patengar,	পতেঙ্গার,	পতেঙ্গার,	
umedpoor,	উমেদপুর,	উমেদপুর,	
jor,	জোর,	জ্বর,	
maarmader,	মারমাদের,	মারমাদের,	
chalochchitreeo,	চলচ্চিত্রেও,	চলচ্চিত্রেও,	
naper,	নাপের,	ন্যাপের,	
ajeejer,	আজিজের,	আজিজের,	
bosturyi,	বস্তুরি,	বস্তুরই,	
cheento,	চিন্ত,	চিনতো,	
diyenes,	ডাইনেন,	ডিএনএস,	
oedipush,	এডিপাস,	ইডিপাস,	
kiibord,	কিবোর্ড,	কীবোর্ড,	
tomader,	তোমাদের,	তোমাদের,	
soomi,	সুমি,	সুমি,	
hajjarer,	হজ্জারের,	হাজারের,	
amantrita,	অমন্ত্রিত,	আমন্ত্রিত,	
chitranattakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
bhenis,	ভেনিস,	ভেনিস,	
nanir,	নানীর,	নানীর,	
talaa,	তালা,	তালা,	
saajanor,	সাজানোর,	সাজানোর,	
karadondo,	কারাদন্ড,	কারাদণ্ড,	
mohasova,	মহাসভা,	মহাসভা,	
jalbe,	জলবে,	জ্বলবে,	
jolrong,	জলরং,	জলরঙ,	
atto,	আত্ম,	আত্ম,	
olongkoron,	অলংকরণ,	অলঙ্করণ,	
lutheerana,	লুথনরা,	লুথেরান,	
beildaar,	বিলদার,	বিল্ডার,	
ogovir,	অগভীর,	অগভীর,	
kampita,	কম্পিত,	কম্পিত,	
telakucha,	টেলাকুছা,	তেলাকুচা,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
akjoge,	একযোগে,	একযোগে,	
sinaake,	সিনাকে,	সিনাকে,	
zansa,	জনসা,	জন্স,	
teknokret,	টেকনোক্রেট,	টেকনোক্র্যাট,	
sachetanotamulak,	সেচেততানামূলক,	সচেতনতামূলক,	
bisheshya,	বিশেষ্য,	বিশেষ্য,	
beam,	বিম,	বীম,	
capsule,	ক্যাপুলে,	ক্যাপসুল,	
dooborira,	দুবরিরা,	ডুবুরিরা,	
nowel,	নোভেল,	নভেল,	
sinakey,	সিনাকে,	সিনাকে,	
daaoon,	ডাউন,	ডাউন,	
hisabke,	হিসাবকে,	হিসাবকে,	
alpa,	আল্প,	অল্প,	
bondhubhabapanno,	বন্ধুবাবপন্ন,	বন্ধুভাবাপন্ন,	
cholochchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
dhhaaloor,	ঢালুর,	ঢালুর,	
amitrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
prachurjer,	প্রচার্যের,	প্রাচুর্যের,	
roopdan,	রোপদান,	রুপদান,	
naazi,	নাজি,	নাত্সি,	
sane,	সেন,	সনে,	
