ekhaate,	এখাতে,	একহাতে,	
biprodas,	বিপ্রোডাস,	বিপ্রদাস,	
artherer,	অর্থারের,	আর্থারের,	
bibade,	বিবাদে,	বিবাদে,	
gosti,	গোষ্টি,	গোষ্ঠী,	
informetion,	ইনফ্রমেশন,	ইনফরমেশন,	
mojdur,	মজদুর,	মজদুর,	
raya,	রো,	রায়,	
nischitbhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
poddhotitei,	পদ্ধতিতেই,	পদ্ধতিতেই,	
jeerusaleem,	জিরুসালিম,	জেরুসালেম,	
arthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
deobonde,	দিবব্ন্ডে,	দেওবন্দে,	
santoshpore,	সন্তোস্পরে,	সন্তোষপুর,	
vagni,	ভাগ্নী,	ভগ্নী,	
niketan,	নিকেন,	নিকেতন,	
khur,	ক্ষুর,	ক্ষুর,	
tintikey,	তিনটিকে,	তিনটিকে,	
dala,	ডল,	দলা,	
hotodoreedro,	হততারিদ্র,	হতদরিদ্র,	
urur,	ইরুর,	উরুর,	
spreeadshiit,	স্প্রিডসিসিট,	স্প্রেডশীট,	
netarao,	নাটারও,	নেতারাও,	
vvimsenn,	ভিম্জেন,	ভীমসেন,	
aarekdal,	আরেকদল,	আরেকদল,	
chalkee,	চলককি,	চালকে,	
bhimsen,	ভীমজেন,	ভীমসেন,	
ala,	আল,	আলা,	
masazida,	মাসাজিদ,	মসজিদ,	
edaningkale,	এডিন্যালকে,	ইদানীংকালে,	
deaubande,	দিবাবন্ডে,	দেওবন্দে,	
claus,	ক্লাউস,	ক্লজ,	
jesthotar,	যেষ্ঠ্যার,	জ্যেষ্ঠতার,	
naraphoka,	নরফকা,	নরফোক,	
doltyagi,	দল্তাযীগি,	দলত্যাগী,	
sahajlabhbhotar,	সহজাভভাতার,	সহজলভ্যতার,	
nobom,	নবম,	নবম,	
pacchen,	পাঁচেন,	পাচ্ছেন,	
danob,	দানব,	দানব,	
vogni,	ভগ্নী,	ভগ্নী,	
madhabike,	মাধাবিকে,	মাধবীকে,	
rajdhani,	রাজধানী,	রাজধানি,	
modelgulo,	মোডেজগুলো,	মডেলগুলো,	
ddebet,	দেবেত,	ডিবেট,	
treebhuj,	ত্রিভুজ,	ত্রিভূজ,	
mohiboor,	মহিবুর,	মহিবুর,	
harbar,	হারবার,	হারবার,	
satarkobhabe,	সতরক্ভাবে,	সতর্কভাবে,	
abolokon,	অবলোকন,	অবলোকন,	
stonehenje,	স্ট্যানেঞ্জে,	স্টোনহেঞ্জ,	
karor,	করর,	কারোর,	
laaz,	লাজ,	লাজ,	
perry,	প্যারি,	পেরি,	
pratiyogider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
machhsoho,	মাশসহ,	মাছসহ,	
shiropadhari,	শিরপরাধারী,	শিরোপাধারী,	
sossa,	শোস,	শশা,	
sahapatheekey,	সহপাঠীকে,	সহপাঠীকে,	
beshirbhagi,	বেশিরভাগী,	বেশিরভাগই,	
suity,	সুইটি,	সুইটি,	
khizir,	খিজির,	খিজির,	
kk,	কিএ,	কেকে,	
shhayatana,	স্যাটন,	শয়তান,	
flux,	ফুলকস,	ফ্লাস্ক,	
bishhnu,	বিষ্ণু,	বিষ্ণু,	
guzober,	গুজবের,	গুজবের,	
loukik,	লাকিক,	লৌকিক,	
rajotwo,	রাজত্ব,	রাজত্ব,	
protimake,	প্রতিমাকে,	প্রতিমাকে,	
sollalaho,	সল্লালাহ,	সল্লাল্লাহু,	
easter,	ইস্টার,	ইস্টার,	
iukyaliptasha,	ইউক্রিপ্যাসট,	ইউক্যালিপ্টাস,	
sukna,	শুকনা,	শুকনা,	
sarbhare,	সার্ভারে,	সার্ভারে,	
nathibhukta,	নথিভুক্ত,	নথিভুক্ত,	
komtee,	কমটি,	কমতি,	
plen,	প্লেন,	প্লেন,	
tafsher,	তফসের,	তাফসীর,	
baarnish,	বার্নিস,	বার্নিশ,	
akkaas,	অক্যাশ,	আককাস,	
chinto,	চিন্ত,	চিনতো,	
asocheton,	অসচিষতন,	অসচেতন,	
hijri,	হিজরি,	হিজরী,	
protijogiir,	প্রতিযোগির,	প্রতিযোগীতার,	
chiroharit,	চিরহারিত,	চিরহরিৎ,	
shaarthe,	স্বার্থে,	স্বার্থে,	
jotsna,	জৎস্া,	জ্যোৎস্না,	
provuder,	প্রভুদের,	প্রভুদের,	
torcarir,	তর্কারীর,	তরকারীর,	
bhenasha,	ভেনাস,	ভেনাস,	
maheendra,	মহীন্দ্র,	মাহিন্দ্রা,	
moshzidshoho,	মশ্বিসসহ,	মসজিদসহ,	
odhit,	অধিত,	অধীত,	
skolastic,	স্কলাসিটিক,	স্কলাস্টিক,	
jaunotar,	যৌনতার,	যৌনতার,	
kolahol,	কলাহল,	কোলাহল,	
patjata,	পাটগতা,	পাটজাত,	
siropadharii,	শিরোপরাধীরী,	শিরোপাধারী,	
post,	পোস্ট,	পোষ্ট,	
zubokder,	যুবকদের,	যুবকদের,	
probeshan,	প্রবেশন,	প্রবেশন,	
pettern,	পিটার্ন,	প্যাটার্ন,	
dines,	ডাইনস,	দীনেশ,	
tolemyr,	তলিমির,	টলেমির,	
neurology,	নিউরোলজি,	নিউরোলজি,	
ekaar,	একার,	একার,	
bishrinkhala,	বিশৃঙ্খলা,	বিশৃঙ্খলা,	
heemi,	হেমি,	হিমি,	
loukikata,	লৌকিকতা,	লৌকিকতা,	
obhiyojan,	অভিযাজন,	অভিযোজন,	
sanaktakaroner,	সনাক্তকরণের,	সনাক্তকরণের,	
bolvodro,	বলবোদ্র,	বলভদ্র,	
pothchari,	পথচারই,	পথচারী,	
shalsa,	সল্স,	সালসা,	
basinay,	বাসিনে,	বেসিনে,	
formet,	ফরমেট,	ফরম্যাট,	
mohammad,	মোহাম্মাদ,	মুহাম্মদ,	
tokei,	তকেই,	ত্বকেই,	
marqeting,	মার্কেটিং,	মার্কেটিং,	
aswastikor,	অস্বস্তিকর,	অস্বস্তিকর,	
gezetted,	গেজেটেড,	গেজেটেড,	
uposthit,	উপস্থিত,	উপস্থিত,	
kansat,	কংসা,	কানসাট,	
utsahamulak,	উত্সসহমূলক,	উৎসাহমূলক,	
koilash,	কৈলাশ,	কৈলাস,	
atitkale,	অতিতকালে,	অতীতকালে,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
parkin,	পারকিন,	পার্কিং,	
sangosthaner,	সংগোষ্ঠানের,	সংস্থানের,	
surke,	সূরকে,	সুরকে,	
aameenaar,	আমিনার,	আমিনার,	
gondogol,	গণ্ডগোল,	গন্ডগোল,	
plaiin,	প্লেইন,	প্লেন,	
doloo,	দলও,	ডলু,	
jaank,	জাংক,	জাঁক,	
khalidke,	খালিদে,	খালিদকে,	
juktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
bbosonte,	বসন্তে,	বসন্তে,	
uuipokar,	উপিকার,	উইপোকার,	
up,	উপ,	আপ,	
bhabna,	ভব্ন,	ভাবনা,	
hobu,	হবু,	হবু,	
sangasthaner,	সংগ্ঠানের,	সংস্থানের,	
tottenhamer,	টত্তেন্নামের,	টটেনহামের,	
dokaan,	ডোকান,	দোকান,	
shithilotar,	সিঠিলতার,	শিথিলতার,	
kade,	কেড,	কোড,	
nathivookto,	নথিভুক্ত,	নথিভুক্ত,	
bheenama,	ভেনাম,	ভেনম,	
treevuj,	ত্রিভুজ,	ত্রিভূজ,	
ovarview,	ওভারভিয়াভ,	ওভারভিউ,	
sangkalaney,	সংকালনে,	সংকলনে,	
jinsha,	জিংস,	জিন্স,	
canflikt,	ক্যানলিক্ট,	কনফ্লিক্ট,	
nischay,	নিশ্চে,	নিশ্চয়,	
torabganj,	তরাাগঞ্জ,	তোরাবগঞ্জ,	
khalid,	খলিদ,	খালিদ,	
somaptir,	সমাপ্তির,	সমাপ্তির,	
shikkhakbrindo,	শিক্ষাপৃ্্্ন,	শিক্ষকবৃন্দ,	
saqara,	সোকার,	সকার,	
aashanka,	আশঙ্কা,	আশংকা,	
bhagna,	ভগ্ন,	ভগ্ন,	
shkolashtik,	স্কলাস্টিক,	স্কলাস্টিক,	
shibraj,	শিব্রাজ,	শিবরাজ,	
songasthaner,	সংগ্ঠানের,	সংস্থানের,	
shansthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
sanghar,	সংঘর,	সংহার,	
andaman,	আন্দমান,	আন্দামান,	
venisey,	ভেনিসে,	ভেনিসে,	
toufik,	টৌফিক,	তৌফিক,	
stana,	স্ট্যান,	স্টোন,	
abhinetar,	অভিনেটার,	অভিনেতার,	
tekno,	টেকনো,	টেকনো,	
kaaru,	কারু,	কারু,	
yuroo,	ইউরু,	ইউরো,	
akritakarja,	আকৃতাকর্য,	অকৃতকার্য,	
tooku,	টুকু,	টুকু,	
munshi,	মুন্সী,	মুন্সি,	
obhijojan,	অভিযোজন,	অভিযোজন,	
beeswaske,	বিশ্বাসকে,	বিশ্বাসকে,	
shaahaabaah,	সাহাবাহ,	সাহাবাহ,	
helloin,	হেললইন,	হ্যালোইন,	
adhyattikotar,	অধ্যাতিকতা,	আধ্যাত্মিকতার,	
maladoobha,	মালাদুভা,	মলদোভা,	
arthonitike,	অর্থনীতিকে,	অর্থনীতিকে,	
nojod,	নজদ,	নজদ,	
taffsherer,	তফসিরের,	তাফসীরের,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
afzal,	আফজাল,	আফজল,	
streegon,	স্ত্রীগণ,	স্ত্রীগণ,	
sanaktokaron,	সনাক্তকরণ,	সনাক্তকরণ,	
ceramiker,	কেরামিকের,	সিরামিকের,	
dhwajbhango,	ধ্বযাঞ্গ,	ধ্বজভঙ্গ,	
roopdaan,	রূপদান,	রুপদান,	
korkat,	করকাট,	কর্কট,	
karpeter,	কর্পটের,	কার্পেটের,	
jekhan,	যেখান,	যেখান,	
hajjirhat,	হজ্রিহাত,	হাজিরহাট,	
tennise,	টেনিসে,	টেনিসে,	
pooshti,	পুষ্টি,	পুষ্টি,	
augustine,	আগস্টিনে,	অগাস্টিন,	
taunashipa,	তানসিপি,	টাউনশিপ,	
parishrami,	পরিস্রমী,	পরিশ্রমী,	
suparahiro,	সুপারহীও,	সুপারহিরো,	
badana,	বদনা,	বদনা,	
sheat,	শেট,	সিট,	
shhip,	শিপ,	শিপ,	
boikalya,	বৈকালয,	বৈকল্য,	
qarima,	করিম,	করিম,	
qrita,	কৃত,	ক্রীট,	
artilery,	আর্টিলারি,	আর্টিলারি,	
firoja,	ফিরোজা,	ফিরোজা,	
ghurtey,	ঘুর্তে,	ঘুরতে,	
venicer,	ভেনিসের,	ভেনিসের,	
labonaktatar,	লবণাক্ততার,	লবণাক্ততার,	
oncholo,	অঞ্চল,	অঞ্চলও,	
brooklyn,	ব্রুকলিন,	ব্রুকলিন,	
boudha,	বৌদ্ধ,	বৌদ্ধ,	
saarbharti,	সার্ভার্তি,	সার্ভারটি,	
hostantor,	হস্তান্তর,	হস্তান্তর,	
coda,	কোড,	কোডা,	
hatodoridra,	হাতদারিদ্রা,	হতদরিদ্র,	
aazaadeer,	আযাদির,	আজাদীর,	
aakabaar,	আকাবার,	আকাবার,	
hugeke,	হুগেকে,	হিউজকে,	
silbar,	সিলবার,	সিলভার,	
tafasir,	তফসির,	তাফসীর,	
carpet,	কারপেট,	কার্পেট,	
zealand,	জিল্যান্ড,	জিল্যান্ড,	
twoei,	টুইই,	ত্বকেই,	
iuroo,	ইউরো,	ইউরো,	
tirmijii,	তিরমিজী,	তিরমিজি,	
manir,	মনির,	মনির,	
soomita,	সুমিত,	সুমিতা,	
shhcholashtic,	স্কলাযাস্টিক,	স্কলাস্টিক,	
turkmen,	তুর্কমেন,	তুর্কমেন,	
hillser,	হিলসের,	হিলসের,	
anis,	আনিস,	আনিস,	
tahalo,	তহলা,	তাহলো,	
swartha,	স্বার্থ,	স্বার্থ,	
elakaatir,	এলাকাটির,	এলাকাটির,	
drishyokey,	দৃশ্যকে,	দৃশ্যকে,	
digrir,	ডিগ্রীর,	ডিগ্রির,	
mukhamandal,	মুখমন্ডল,	মুখমণ্ডল,	
directorate,	ডিরেক্টরাট,	ডিরেক্টরেট,	
joistha,	জৈষ্ঠ,	জ্যৈষ্ঠ,	
agamaner,	আগামের,	আগমনের,	
ekeerokom,	একইরকম,	একইরকম,	
chitronatyakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
bomkesh,	বল্েেশ,	ব্যোমকেশ,	
zerusalem,	জেরোসাল,	জেরুজালেম,	
nirvachoker,	নির্বাচকের,	নির্বাচকের,	
beeswasoo,	বিশ্বাসও,	বিশ্বাসও,	
nirikhe,	নিরিখে,	নিরিখ,	
tintike,	তিনটিকে,	তিনটিকে,	
habshee,	হবশী,	হাবশী,	
