darzi,	দর্জি,	দরজি,	
bosobben,	বসবেন,	বসবেন,	
jubokshoho,	যুবকশহ,	যুবকসহ,	
dibate,	দিবতত,	ডিবেট,	
byan,	ব্যান,	ব্যাং,	
ingrezder,	ইংরেজদের,	ইংরেজদের,	
noitikbhabey,	নৈতিকভাবে,	নৈতিকভাবে,	
concerter,	কনসার্টের,	কানসাটের,	
shilpojat,	শিল্পজাত,	শিল্পজাত,	
skolaroship,	স্কলারশিপ,	স্কলারশিপ,	
juktorastrey,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
vushi,	ভুসি,	ভুষি,	
adhunik,	আধুনিক,	আধুনিক,	
townshhip,	টননিিপ,	টাউনশিপ,	
buffar,	বাফফা,	বাফার,	
definishion,	ডেফিনিশন,	ডেফিনেশন,	
bikretader,	বিক্রাদের,	বিক্রেতাদের,	
haitasa,	হইইটস,	হাইটস,	
macbeth,	ম্যাববে,	ম্যাকবেথ,	
nirikhe,	নিরীখে,	নিরিখ,	
samabesh,	সমাবশ,	সমাবেশ,	
informeson,	ইনফর্মেশন,	ইনফরমেশন,	
ganoporibahaner,	গণপরিবাহনের,	গণপরিবহনের,	
saranor,	সরণার,	সরানোর,	
taoonsheep,	টানশিপ,	টাউনশিপ,	
skoora,	স্কোর,	স্কোর,	
sawom,	সাওম,	সাওম,	
licensedhari,	লিকেসস্ধারী,	লাইসেন্সধারী,	
jothon,	যথন,	যথন,	
heightsh,	হেইটস,	হাইটস,	
puddin,	পুদ্দিন,	পুডিং,	
yoneetey,	যননিতে,	যোনীতে,	
skalastic,	স্কলসটিক,	স্কলাস্টিক,	
mathieu,	ম্িউ,	ম্যাথিউ,	
nirorthak,	নিরর্থক,	নিরর্থক,	
kaatbey,	কাটবে,	কাটবে,	
taigara,	টাইগার,	টাইগার,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
chowdhurir,	চৌধুরির,	চৌধুরীর,	
tempaleta,	টেযাম্পেট,	টেম্পলেট,	
judhahato,	যুদ্ধাত,	যুদ্ধাহত,	
chalta,	চলতা,	চালতা,	
kana,	কানা,	কণা,	
jorury,	জরুরী,	জরূরী,	
sarollo,	সররলও,	সারল্য,	
benish,	বেইিশ,	ভেনিস,	
nartakike,	নার্তিকে,	নর্তকীকে,	
bodh,	বধ,	বোধ,	
uddhrita,	উদ্ধৃত,	উদ্ধৃত,	
homeske,	হোমেসকে,	হোমসকে,	
peterke,	পেটারকে,	পিটারকে,	
seatey,	সেটে,	সিটে,	
milekhanek,	মিলেখকন,	মাইলখানেক,	
dakop,	ডাকপপ,	দাকোপ,	
deares,	ডিরর,	ডিআরএস,	
omkar,	অমকার,	ওঙ্কার,	
sorano,	সরানো,	সরানো,	
soorsa,	সূর্ষা,	সোর্স,	
aastikotaa,	আস্তিকতা,	আস্তিকতা,	
chaalkee,	চালকি,	চালকে,	
grambaseeo,	গ্রামবাসী,	গ্রামবাসীও,	
kaareer,	কারীর,	কারীর,	
gitikabita,	গীতিকাবিত,	গীতিকবিতা,	
osamorik,	অসমরিক,	অসামরিক,	
blyaqa,	ব্লককা,	ব্ল্যাক,	
soorarop,	স্রারোপ,	সুরারোপ,	
vaabnar,	ভাবনার,	ভাবনার,	
sectore,	সেক্টরর,	সেক্টরে,	
agenda,	এজেন্ড,	এজেন্ডা,	
kkomandar,	কমান্ডার,	কমাণ্ডার,	
oojbekistan,	অজবিকেস্াান,	উজবেকিস্তান,	
shahabike,	সাহাবীকে,	সাহাবীকে,	
chhayi,	ছাই,	ছাই,	
abhigomon,	অভিগমন,	অভিগমন,	
asociates,	অসযািয়েসেস,	এসোসিয়েটস,	
hunayin,	হানননই,	হুনাইন,	
mogert,	ম্যারের,	মোজার্ট,	
gajee,	গাজী,	গেজ,	
chalachchitrake,	চলচিত্রকে,	চলচ্চিত্রকে,	
bizepi,	বিজেপি,	বিজেপি,	
hunine,	হানিন,	হুনাইন,	
bohoodeen,	বহুদিন,	বহুদিন,	
iraner,	আইরনের,	ইরানের,	
kommppito,	কম্পিউ,	কম্পিত,	
kormoi,	করমই,	কর্মই,	
volapuk,	ভলাপুক,	ভোলাপুক,	
uuipokar,	উপপককার,	উইপোকার,	
antarvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
tarkarir,	তরকারীর,	তরকারীর,	
futonta,	ফুটন্ট,	ফুটন্ত,	
ssahocorzo,	সাহকর্য,	সাহচর্য,	
garur,	গরুর,	গরুর,	
suma,	সুম,	সুমো,	
associatis,	অ্যাসোসিয়েসিট,	এসোসিয়েটস,	
akla,	আকলা,	একলা,	
nadigulo,	নাদীগুলো,	নদীগুলো,	
bhabani,	ভবনী,	ভবানী,	
nishad,	নিশাদ,	নিষাদ,	
nepchooner,	নেপচুনের,	নেপচুনের,	
folok,	ফলকক,	ফলক,	
modelin,	মোযাডলল,	মডেলিং,	
transapharma,	ট্রান্সফাম্ম,	ট্রান্সফর্ম,	
tarasa,	তররা,	টেরেসা,	
karmake,	কর্মকে,	কর্মকে,	
adbhanshd,	অ্যাডভান্স,	অ্যাডভান্সড,	
tistar,	টিস্টার,	তিস্তার,	
taranee,	তরনণী,	তরণী,	
daeel,	ডেল,	ডেইল,	
lajikar,	লাজিকার,	লজিকের,	
papri,	পাপ্ি,	পাপরি,	
byomkesh,	ব্যমমকেষ,	ব্যোমকেশ,	
lumbini,	লুম্বিি,	লুম্বিনী,	
shoori,	শুরি,	সুরি,	
monjile,	মঞ্জিলে,	মঞ্জিলে,	
rajatta,	রাজত্্,	রাজত্ব,	
bouddher,	বৌদ্ধের,	বৌদ্ধের,	
recondishon,	রেকন্ডিসা,	রিকন্ডিশন,	
ooindos,	উইন্ডস,	উইন্ডোস,	
bhagirath,	ভাগীরথ,	ভগীরথ,	
karmoke,	কর্মকে,	কর্মকে,	
bharote,	ভারতে,	ভারতে,	
aedipus,	আডিপুস,	ইডিপাস,	
dhaanche,	ধাঁছে,	ধাঁচে,	
shivraj,	শিবরাজ,	শিবরাজ,	
daale,	ডালে,	ডালে,	
societyke,	সোযিটিকে,	সোসাইটিকে,	
seemaa,	সীমা,	সীমা,	
sikkhokke,	শিক্ষককে,	শিক্ষককে,	
bulan,	বুলনন,	বুলান,	
mangalik,	মা্গালিক,	মাঙ্গলিক,	
holdin,	হলদিন,	হোল্ডিং,	
honduras,	হন্দুরাস,	হন্ডুরাস,	
juktorashtrasaha,	যুক্তরররস্্রসহ,	যুক্তরাষ্ট্রসহ,	
uporostho,	উপরস্থ,	উপরস্থ,	
niketan,	নিকটটন,	নিকেতন,	
saahocorrzo,	সাহকক্র্য,	সাহচর্য,	
aashtikota,	আস্তিকতা,	আস্তিকতা,	
tookroke,	টুকরো,	টুকরোকে,	
beenis,	বেনিস,	ভেনিস,	
timathy,	টিমাথি,	টিমোথি,	
unitgulo,	আননীতগুলো,	ইউনিটগুলো,	
emiratas,	এমেরটসস,	এমিরেটাস,	
koro,	কোর,	করো,	
kodguli,	কদগুলি,	কোডগুলি,	
panthaar,	পা্থার,	পন্থার,	
sabche,	সবছে,	সবচে,	
pushtir,	পুষ্টির,	পুষ্টির,	
cholocchitrotike,	চলচ্তিত্রিকে,	চলচ্চিত্রটিকে,	
tigre,	টিগ্রে,	টাইগার,	
nagorikra,	নাগরিকরা,	নাগরিকেরা,	
zommu,	জম্মু,	জম্মু,	
shikarey,	শিকারে,	শিকারে,	
rajtontrokey,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
tokei,	তকেেই,	ত্বকেই,	
byabaharkareei,	ব্যবহারকারই,	ব্যবহারকারীই,	
timothy,	টিমথথি,	টিমোথি,	
tukroke,	তুকরকে,	টুকরোকে,	
teamothi,	টিমথি,	টিমোথি,	
ase,	আসে,	আসে,	
karo,	কারও,	কারো,	
afjal,	আফজাল,	আফজল,	
informetion,	ইনফর্মেশন,	ইনফরমেশন,	
orhan,	অরহান,	ওরহান,	
uporitoler,	উপরিতলের,	উপরিতলের,	
ajeem,	আজিম,	আজিম,	
panthar,	পা্থার,	পন্থার,	
spredashita,	স্পেরাদিশ,	স্প্রেডশীট,	
vittitei,	ভিত্তিতেই,	ভিত্তিতেই,	
moshjidshoho,	মসসসসদ্হ,	মসজিদসহ,	
grambaasio,	গ্রামবাসো,	গ্রামবাসীও,	
hights,	হাইটস,	হাইটস,	
jonser,	জনসের,	জোন্সের,	
onodhikaar,	অনধধিকার,	অনধিকার,	
vaider,	ভয়েডার,	ভাইদের,	
skalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
sanaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
deejijer,	ডিজিজের,	ডিজিজের,	
obikol,	অবিকল,	অবিকল,	
baarakpur,	ব্রাকপপরর,	বারাকপুর,	
dinifition,	ডিননফিকন,	ডেফিনেশন,	
arjara,	অর্জার,	আর্যরা,	
pratimake,	প্রতিমাকে,	প্রতিমাকে,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
elakai,	এলাকইই,	এলাকাই,	
toroon,	তরুণ,	তরুন,	
samanwitabhabey,	সমান্তভভাবেে,	সমন্বিতভাবে,	
dharavahikbhabe,	ধারাভাখিকভাবে,	ধারাবাহিকভাবে,	
injiniyarsa,	ইনজিইি্য্স,	ইঞ্জিনিয়ার্স,	
jakkho,	যক্ষ,	যক্ষ,	
elakate,	এলাকাতে,	এলাকাতে,	
mekbeth,	মেকবেথ,	ম্যাকবেথ,	
holding,	হলদিং,	হোল্ডিং,	
renoo,	রেন,	রেনো,	
debating,	ডেবািং,	ডিবেটিং,	
carlos,	করর্লস,	কার্লোস,	
baibasthaar,	ব্যবস্থার,	ব্যবস্থার,	
nathivukteer,	নথিভুক্তির,	নথিভুক্তির,	
bheenasa,	ভেনসস,	ভেনাস,	
baysharkarikarone,	বেসরকারিকরণ,	বেসরকারিকরণ,	
waal,	ওাল,	উল,	
prodiper,	প্রদিপের,	প্রদীপের,	
laaishensh,	লেইনেস,	লাইসেন্স,	
gojano,	গজন,	গজানো,	
falkser,	ফ্ল্সের,	ফক্সের,	
baharampurer,	বারামমপুরের,	বহরমপুরের,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
azibonoer,	অজিবনের,	আজীবনের,	
nadigulir,	নাদিগুলির,	নদীগুলির,	
sqolastic,	স্কলসস্টিক,	স্কলাস্টিক,	
uthaney,	উঠানে,	উঠানে,	
masjidsaha,	মাসজিদসহ,	মসজিদসহ,	
rohosyer,	রহহস্যযের,	রহস্যের,	
longghoner,	লঙ্ঘনের,	লংঘনের,	
nirapottamulok,	নিরাপততমূলক,	নিরাপত্তামূলক,	
risorte,	রিসর্টে,	রিসোর্টে,	
uposthitir,	উপস্থিতির,	উপস্থিতির,	
oxforde,	অক্সফার্ড,	অক্সফোর্ডে,	
moolgoto,	মূলগত,	মূলগত,	
progress,	প্রোগ্রেস,	প্রগ্রেস,	
dubureer,	ডাবুরির,	ডুবুরির,	
ishton,	স্টট,	স্টোন,	
taunashhipa,	টৌনশিপ,	টাউনশিপ,	
laiseensa,	লেইেন্স,	লাইসেন্স,	
atmabiswasi,	আত্মসিবাশী,	আত্মবিশ্বাসী,	
bhalobasake,	ভালবাসকে,	ভালোবাসাকে,	
bhogni,	ভগ্নিি,	ভগ্নী,	
gafilati,	গোিিলাটি,	গাফিলতি,	
nagorikota,	নাগরিকতা,	নাগরিকতা,	
beshirbhageyi,	বেশীরভাগইই,	বেশিরভাগেই,	
parse,	পা্্ে,	পার্শ্বে,	
gonocheener,	গণচছিনের,	গণচীনের,	
chenja,	চেঞ্জ,	চেঞ্জ,	
tokey,	তকে,	ত্বকেই,	
totokhhon,	ততক্ষণ,	ততক্ষন,	
madal,	মাদল,	মাদল,	
gabeshanagar,	গবেষণাগার,	গবেষনাগার,	
sanghar,	সংঘহার,	সংহার,	
shhip,	শিপ,	শিপ,	
abosane,	আবসনে,	অবসানে,	
lande,	লনযাে,	ল্যান্ডে,	
feroza,	ফেরোজা,	ফিরোজা,	
longhan,	লঙ্ঘনন,	লংঘন,	
ruby,	রুবি,	রুবি,	
choudhureeder,	চৌধুর্দের,	চৌধুরীদের,	
prostutkarok,	প্রস্তুতকারক,	প্রস্তুতকারক,	
sahabikey,	সাহাবিকে,	সাহাবীকে,	
stoner,	স্তনের,	স্টোনের,	
langhon,	লঙ্ঘন,	লংঘন,	
shangkulan,	সংকুলন,	সংকুলান,	
joruri,	জরুরি,	জরূরী,	
phokshkon,	ফক্ককন,	ফক্সকন,	
stonahenja,	স্টাাােজ্য,	স্টোনহেঞ্জ,	
koilash,	কৈলাশ,	কৈলাস,	
bon,	বন,	বন,	
nothibhookteer,	নথিওুক্তির,	নথিভুক্তির,	
meghnabodh,	মেঘনাবব,	মেঘনাদবধ,	
