ahalya,	অহল্য,	অহল্যা,	
dhormi,	ধর্মী,	ধর্মী,	
bharatey,	ভারতে,	ভারতে,	
pothnatok,	পথনাতক,	পথনাটক,	
manushder,	মানুষদের,	মানুষদের,	
sqolastic,	স্কলাস্টিক,	স্কলাস্টিক,	
mookhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
bjp,	বিএজপিজি,	বিজেপি,	
dibaag,	দিবাগ,	ডিবাগ,	
akatwa,	একত্ব,	একাত্ব,	
shaahoshikataar,	সহাসিকতার,	সাহসিকতার,	
pradeep,	প্রাদিপ,	প্রদীপ,	
nodnodeer,	নদ্নদীর,	নদনদীর,	
sahabikey,	সাহাবিকে,	সাহাবীকে,	
muldhara,	মূলধারা,	মূলধারা,	
kanake,	কানকে,	কণাকে,	
sayanaida,	সায়ননাইড,	সায়ানাইড,	
homshke,	হোমসকে,	হোমসকে,	
bodka,	বদ্কা,	ভদকা,	
promosioney,	প্রমোশনে,	প্রোমোশনে,	
homasa,	হোমাস,	হোমস,	
lidara,	লিডার,	লিডার,	
chereche,	চেরেছে,	ছেড়েছে,	
uparjoner,	উপার্জনের,	উপার্জনের,	
suity,	সুইটি,	সুইটি,	
nabyota,	নব্যতা,	নাব্যতা,	
qings,	কিংস,	কিংস,	
drishyogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
madol,	মাদল,	মাদল,	
maile,	মেলে,	মাইল,	
adarsho,	আদর্শ,	আর্দশ,	
baffer,	বাফের,	বাফার,	
bota,	বট,	বটা,	
raagee,	রাগি,	রাগী,	
devolapar,	দেভলাপার,	ডেভলপার,	
jeebanjapon,	জীবাজ্বপন,	জীবনযাপন,	
keyuyi,	কেউই,	কেউই,	
risorte,	রিসোর্টে,	রিসোর্টে,	
spredshiit,	স্প্রেসেটি,	স্প্রেডশীট,	
laagto,	লাগটো,	লাগতো,	
bibek,	বিবেক,	বিবেক,	
ghotlo,	ঘটল,	ঘটল,	
allah,	আল্লাহ,	আল্লাহ্,	
bocchon,	বছ্চন,	বচ্চন,	
rajtantrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
fridom,	ফ্রিডম,	ফ্রীডম,	
abdoor,	আব্দুর,	আবদুর,	
tistar,	তিস্টার,	তিস্তার,	
nagaland,	নগলন্দ,	নাগাল্যান্ড,	
iyaka,	ইয়াক,	ইয়াক,	
rakshanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
airesey,	আইরেশে,	আইরেসে,	
pooshteer,	পুষ্টির,	পুষ্টির,	
rephlex,	রেফেলেক,	রিফ্লেক্স,	
soranor,	সরাার,	সরানোর,	
juktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
jakser,	যাক্সের,	যক্ষের,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
shangsthatir,	সংস্থটির,	সংস্থাটির,	
akbakke,	আকবাবকে,	একবাক্যে,	
female,	ফেমলে,	ফিমেল,	
ganakantho,	গণকণ্ঠ,	গণকণ্ঠ,	
pluck,	প্লুক,	প্ল্যাক,	
bonkey,	বঙ্কে,	বনকে,	
bloggerra,	ব্লাগের,	ব্লগাররা,	
siite,	সাইটে,	শীতে,	
obheegomon,	অভিগমন,	অভিগমন,	
carloos,	কার্লস,	কার্লোস,	
barbaadoj,	বার্বাডোজ,	বার্বাডোজ,	
ministara,	মিনিস্টার,	মিনিস্টার,	
eshokol,	এসকল,	এসকল,	
udvaban,	উদ্ভবন,	উদ্ভাবন,	
chhedon,	ছেদন,	ছেদন,	
parkasa,	পার্কস,	পার্কস,	
palestinea,	পালেস্টিনে,	প্যালেস্টাইনে,	
gardeena,	গার্ডেন,	গার্ডেন,	
jati,	জাতি,	যাতি,	
konoroop,	কোনরূপ,	কোনরূপ,	
elaka,	ইলাক,	এলাকা,	
boudha,	বৌধ,	বৌদ্ধ,	
gafiloti,	গফিলতি,	গাফিলতি,	
graambaashio,	গ্রাম্বাসীয়,	গ্রামবাসীও,	
muhmmoder,	মুহমের,	মুহম্মদের,	
rohasyor,	রহস্যার,	রহস্যর,	
tennis,	টেনিস,	টেনিস,	
bonoshree,	বনস্রী,	বনশ্রী,	
ganosakkhorota,	গণসক্ষরতা,	গণসাক্ষরতা,	
steen,	স্টেন,	স্টেন,	
saurce,	সার্স,	সোর্স,	
ghoorte,	ঘর্ে,	ঘুরতে,	
madaul,	ম্যাডেল,	মাদল,	
jojyata,	যোজ্যতা,	যোজ্যতা,	
madraser,	মাদরাসের,	মাদ্রাজের,	
gaddafii,	গাদ্দাী,	গাদ্দাফী,	
basturyi,	বাস্তুরী,	বস্তুরই,	
everage,	ইভারেজে,	এভারেজ,	
madhukori,	মধধুকরী,	মাধুকরী,	
durgotir,	দুর্গটির,	দুর্গটির,	
diznii,	দিজনি,	ডিজনী,	
sanaktokaron,	সনাক্তকরণ,	সনাক্তকরণ,	
planeti,	প্ল্যানেটি,	প্লেনটি,	
source,	সার্স,	সোর্স,	
taantira,	তানটিরা,	তাঁতিরা,	
biru,	বিরু,	বীরু,	
miraqela,	মীরাকেল,	মিরাকেল,	
janagononar,	জনগণনার,	জনগণনার,	
nirvachakder,	নির্বাচকদের,	নির্বাচকদের,	
snaipara,	স্নাইপার,	স্নাইপার,	
udvabani,	উদ্বাবনী,	উদ্ভাবনী,	
jesha,	যেস,	জেস,	
sahozlabhbhatar,	সহজলভাতার,	সহজলভ্যতার,	
aashtikota,	আস্তিকতা,	আস্তিকতা,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
ooeepokar,	উইপকর,	উইপোকার,	
mehnotti,	মেহনটি,	মেহনতি,	
mulbhitti,	মুলভীত্তি,	মূলভিত্তি,	
hedje,	হেজে,	হেজ,	
vodka,	ভোদকা,	ভদকা,	
eukalyptus,	ইউক্লিপ্টাস,	ইউক্যালিপ্টাস,	
puncho,	পুঞ্চ,	পুঞ্চ,	
cyanide,	চ্যানিডে,	সায়ানাইড,	
elaakaatir,	এলাকাটির,	এলাকাটির,	
dhyan,	ধ্যান,	ধ্যান,	
chhuteete,	ছুটিতে,	ছুটিতে,	
sohinsotar,	সহিন্াতার,	সহিংসতার,	
prostutkarok,	প্রস্তুতকারক,	প্রস্তুতকারক,	
venisey,	ভেনিসে,	ভেনিসে,	
somaazeri,	সমাজেরী,	সমাজেরই,	
tenisa,	টেনিস,	টেনিস,	
sadbi,	সদবি,	সাধ্বী,	
bildara,	বিলদার,	বিল্ডার,	
jess,	জেস,	জেস,	
dwipke,	দ্বিপকে,	দ্বীপকে,	
kyanela,	ক্যানেল,	ক্যানেল,	
difinishhion,	ডিফিনিশন,	ডেফিনেশন,	
porishongkhanbid,	পরিসংখ্যানবিদ,	পরিসংখ্যানবিদ,	
madhoori,	মাধুরী,	মাধুরী,	
nothibhukta,	নথিভুক্ত,	নথিভুক্ত,	
vaskor,	ভাসকোর,	ভাস্কর,	
moreecha,	মরেশ,	মরিচা,	
ajouno,	অজুন,	অযৌন,	
bhange,	ভঙ্গে,	ভাঙ্গে,	
sarollo,	সরলল,	সারল্য,	
hosne,	হোসনে,	হোসনে,	
kaptai,	কপ্তই,	কাপ্তাই,	
elakatikay,	এলাকাটিকে,	এলাকাটিকে,	
granthati,	গ্রন্থাটি,	গ্রন্থটি,	
welcome,	ওয়েলকমে,	ওয়েলকাম,	
bomkesh,	বোমকেশ,	ব্যোমকেশ,	
niutrina,	নিউট্রিন,	নিউট্রিনো,	
nagarikra,	নাগরিকরা,	নাগরিকরা,	
cs,	সিএস,	সিএস,	
arthonitir,	অর্থনীতির,	অর্থনীতির,	
porijon,	পরিজন,	পরিজন,	
shikarder,	শিকার্ডের,	শিকারদের,	
vobani,	ভবানী,	ভবানী,	
harbor,	হরবর,	হারবার,	
nek,	নেক,	নেক,	
shringge,	শ্রীঙ্গে,	শৃঙ্গে,	
plasse,	প্লাসে,	প্লাসে,	
naaneer,	নানীর,	নানীর,	
maniktola,	মনিক্্টল,	মানিকতলা,	
thailandshoho,	থাইল্যান্সহ,	থাইল্যান্ডসহ,	
bikargrasto,	বিকর্রস্ত,	বিকারগ্রস্ত,	
kaaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
bharpur,	ভারপুর,	ভরপুর,	
shepherd,	সেফার্ড,	শেফার্ড,	
spencer,	স্পেন্সের,	স্পেন্সার,	
khagen,	খাগেন,	খগেন,	
mookhomaundoler,	মুখমন্দলের,	মুখমণ্ডলের,	
gudamjaato,	গুদমজাত,	গুদামজাত,	
aholar,	অহলার,	অহল্যার,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
ganesher,	গণেশের,	গণেশের,	
rajtantroke,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
chalochchitrai,	চলচিত্রে,	চলচ্চিত্রই,	
metroopoolitan,	মেট্রপুলিতন,	মেট্রোপলিটন,	
plane,	প্ল্যানে,	প্লেন,	
donaat,	দোনাত,	ডোনাট,	
stalin,	স্ট্যালিং,	স্টালিন,	
jerujaleme,	জিরুজালে,	জেরুসালেমে,	
lyanda,	ল্যান্ড,	ল্যান্ড,	
nimitto,	নিমিত্য,	নিমিত্ত,	
foloshrutite,	ফলস্রুতিতে,	ফলশ্রুতিতে,	
umedpoor,	উমেদপুর,	উমেদপুর,	
chalochchitreeo,	চলচিত্রী,	চলচ্চিত্রেও,	
moshleh,	মোসলে,	মোসলেহ,	
parbatya,	পার্বত্ত্য,	পার্বত্য,	
brindaboney,	বৃণ্দাবনে,	বৃন্দাবনে,	
foolkopi,	ফুলকপি,	ফুলকপি,	
johor,	জোহর,	জহর,	
byetasamyan,	ব্যাটসম্যান,	ব্যাটসম্যান,	
byaaran,	ব্যারন,	ব্যারন,	
sanatoni,	সানাতনী,	সনাতনী,	
danut,	দানত,	ডোনাট,	
puzita,	পুজিত,	পূজিতা,	
chhatogolpe,	ছটটগল্পে,	ছোটগল্পে,	
samanwitobhabe,	সমান্ভীতভাবে,	সমন্বিতভাবে,	
angsogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
gondogol,	গণ্ডগলল,	গন্ডগোল,	
dhaloor,	ঢালুর,	ঢালুর,	
khodeza,	খোদেজা,	খোদেজা,	
chandrima,	চন্ড্রিমা,	চন্দ্রিমা,	
okritakarjo,	অকৃতারাকর্য,	অকৃতকার্য,	
munsi,	মুনসী,	মুন্সি,	
dijnii,	দিজনি,	ডিজনী,	
asovvo,	অস্ভ,	অসভ্য,	
koreemke,	করিমকে,	করিমকে,	
shomostike,	সমস্তিকে,	সমষ্টিকে,	
hevy,	হেভি,	হেভি,	
mile,	মিলে,	মাইল,	
prachuryer,	প্রচচরর,	প্রাচুর্যের,	
uponishoder,	উপনিশদের,	উপনিষদের,	
vageroi,	ভাগেরই,	ভাগেরই,	
upostheet,	উপস্থিত,	উপস্থিত,	
jomjamat,	যম্মমাত,	জমজমাট,	
jaanaar,	জানার,	জানার,	
naabbota,	নব্বতা,	নাব্যতা,	
temonyi,	তেমনই,	তেমনই,	
dwibidho,	দ্বিবিধ,	দ্বিবিধ,	
somsher,	সমসের,	সমশের,	
fising,	ফিইসিং,	ফিসিং,	
munim,	মুনিং,	মুনিম,	
bizit,	বিজিত,	বিজিত,	
danobder,	দানবদের,	দানবদের,	
baek,	বেক,	বাইক,	
pujita,	পুজিত,	পূজিতা,	
qoyartara,	কোয়ার্টার,	কোয়ার্টার,	
elakatikey,	এলাকাটিকে,	এলাকাটিকে,	
garur,	গরুর,	গরুর,	
anyarup,	অন্যারূপ,	অন্যরূপ,	
aazaadeer,	আযাদির,	আজাদীর,	
bonvumite,	বনভূমিতে,	বনভূমিতে,	
refleks,	রেফেল্স,	রিফ্লেক্স,	
gondhe,	গন্ধে,	গন্ধে,	
eksapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
shaannaal,	সান্নাল,	সান্যাল,	
loombinee,	লোমবিনী,	লুম্বিনী,	
chheelonaa,	ছিলনা,	ছিলনা,	
nirbachaker,	নির্বাচকের,	নির্বাচকের,	
jonogononar,	জনগণনার,	জনগণনার,	
notunatva,	নতুনত্বা,	নতুনত্ব,	
sikkhao,	শিক্ষাও,	শিক্ষাও,	
sotorkobhabe,	সতরকভাবে,	সতর্কভাবে,	
benish,	বেনিশ,	ভেনিস,	
jyeshtha,	জেষ্ঠ,	জ্যেষ্ঠা,	
franko,	ফ্রাঙ্ক,	ফ্রাঙ্কো,	
jatak,	যতক,	জাতক,	
papri,	পপ্রী,	পাপরি,	
dolgulo,	দলগুলো,	দলগুলো,	
shahabike,	সাহাবীকে,	সাহাবীকে,	
shithilatar,	সিথিলতার,	শিথিলতার,	
jahar,	জাহর,	জহর,	
dharmee,	ধর্মী,	ধর্মী,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
mosan,	মোসান,	মোশন,	
teman,	তামান,	তেমন,	
torabgonj,	তরা্গঞ্জ,	তোরাবগঞ্জ,	
patzat,	পাটজাত,	পাটজাত,	
samajikotar,	সমাজিকতার,	সামাজিকতার,	
